State,Year,RICE_YIELD_Kg_per_ha,WHEAT_YIELD_Kg_per_ha,KHARIF_SORGHUM_YIELD_Kg_per_ha,RABI_SORGHUM_YIELD_Kg_per_ha,SORGHUM_YIELD_Kg_per_ha,PEARL_MILLET_YIELD_Kg_per_ha,MAIZE_YIELD_Kg_per_ha,FINGER_MILLET_YIELD_Kg_per_ha,BARLEY_YIELD_Kg_per_ha,CHICKPEA_YIELD_Kg_per_ha,PIGEONPEA_YIELD_Kg_per_ha,MINOR_PULSES_YIELD_Kg_per_ha,GROUNDNUT_YIELD_Kg_per_ha,SESAMUM_YIELD_Kg_per_ha,RAPESEED_AND_MUSTARD_YIELD_Kg_per_ha,SAFFLOWER_YIELD_Kg_per_ha,CASTOR_YIELD_Kg_per_ha,LINSEED_YIELD_Kg_per_ha,SUNFLOWER_YIELD_Kg_per_ha,SOYABEAN_YIELD_Kg_per_ha,OILSEEDS_YIELD_Kg_per_ha,SUGARCANE_YIELD_Kg_per_ha,COTTON_YIELD_Kg_per_ha
Andhra Pradesh,1977,1990.9,0.0,660.0,681.82,672.41,824.24,1538.46,1017.24,0.0,500.0,181.82,468.3,1058.82,210.88,0.0,0.0,0.0,0.0,0.0,0.0,226.77,7266.33,62.5
Andhra Pradesh,1977,2164.45,0.0,638.3,666.67,651.69,875.0,1600.0,1222.22,0.0,0.0,157.89,285.23,983.05,201.26,0.0,0.0,0.0,0.0,0.0,0.0,330.88,6713.71,0.0
Andhra Pradesh,1977,1289.43,0.0,1000.0,674.01,674.73,875.0,1611.11,1200.0,0.0,384.62,157.89,307.6,758.14,100.0,0.0,0.0,500.0,0.0,0.0,0.0,666.13,7270.59,162.16
Andhra Pradesh,1977,1052.64,0.0,422.05,802.74,578.0,746.84,1562.5,1146.85,0.0,340.91,161.02,301.54,830.85,314.96,0.0,0.0,384.62,0.0,0.0,0.0,569.65,7644.07,98.28
Andhra Pradesh,1977,1437.5,0.0,464.94,549.25,524.97,1200.63,2000.0,1533.94,0.0,500.0,138.89,311.41,1465.91,226.42,0.0,0.0,319.15,0.0,0.0,0.0,1026.66,6625.0,95.51
Andhra Pradesh,1977,1495.06,611.11,667.02,598.38,617.39,636.09,1000.0,1629.63,0.0,481.48,187.5,280.37,580.03,230.77,0.0,441.18,294.12,0.0,0.0,0.0,553.19,6777.78,66.75
Andhra Pradesh,1977,1860.53,789.47,629.41,918.99,721.29,633.23,1666.67,1336.76,0.0,411.76,121.21,250.58,933.06,115.38,0.0,205.13,220.0,0.0,0.0,0.0,884.73,8711.54,103.57
Andhra Pradesh,1977,1592.59,600.0,850.99,671.64,838.64,984.08,1000.0,1832.21,0.0,400.0,166.67,273.12,824.94,185.19,0.0,400.0,400.0,0.0,0.0,0.0,771.71,7765.96,140.74
Andhra Pradesh,1977,1978.02,1000.0,653.33,705.88,658.68,979.73,1500.0,1115.61,0.0,0.0,150.0,202.39,1241.09,200.0,0.0,0.0,333.33,0.0,0.0,0.0,1218.32,7927.88,0.0
Andhra Pradesh,1978,1055.11,0.0,666.67,720.0,697.67,1014.29,1000.0,1166.28,0.0,400.0,266.67,343.7,738.76,116.88,0.0,0.0,0.0,0.0,0.0,0.0,540.22,6148.51,0.0
Andhra Pradesh,1978,1012.07,0.0,645.83,695.65,661.97,829.3,983.87,1032.86,0.0,0.0,270.27,320.5,955.26,125.0,0.0,0.0,250.0,0.0,0.0,0.0,582.71,4785.41,0.0
Andhra Pradesh,1978,2141.38,0.0,651.16,693.88,673.91,639.24,1235.29,961.54,0.0,1000.0,304.35,297.7,958.33,248.18,0.0,0.0,0.0,0.0,0.0,0.0,269.98,8454.55,166.67
Andhra Pradesh,1978,2287.34,0.0,648.65,680.0,661.29,888.89,1500.0,1375.0,0.0,0.0,250.0,238.46,1058.82,285.71,0.0,0.0,0.0,0.0,0.0,0.0,418.02,7086.96,0.0
Andhra Pradesh,1978,1906.93,0.0,500.0,662.75,662.11,843.75,1160.0,1200.0,0.0,400.0,250.0,509.21,799.21,106.38,0.0,0.0,0.0,0.0,0.0,0.0,678.41,7650.0,375.0
Andhra Pradesh,1978,1708.74,0.0,596.09,678.22,630.43,794.97,1166.67,1241.94,0.0,528.3,426.57,483.53,937.73,117.02,285.71,0.0,188.52,0.0,0.0,0.0,456.2,6930.23,373.44
Andhra Pradesh,1978,1455.45,0.0,628.48,608.82,615.15,1250.0,2000.0,1326.32,0.0,333.33,404.76,429.36,1272.32,178.08,0.0,0.0,203.39,0.0,0.0,0.0,868.1,5444.44,369.32
Andhra Pradesh,1978,1562.09,444.44,712.46,686.17,692.16,746.48,2000.0,1380.0,0.0,333.33,208.05,336.04,797.98,150.0,0.0,296.3,200.0,0.0,0.0,0.0,752.9,6250.0,82.54
Andhra Pradesh,1978,1842.11,550.0,663.96,797.81,708.33,467.74,1571.43,1595.57,0.0,416.67,147.62,204.91,798.27,113.21,0.0,250.0,220.34,0.0,0.0,0.0,764.53,8538.46,61.54
Andhra Pradesh,1978,2070.46,500.0,613.01,701.03,621.26,1117.85,1000.0,1828.57,0.0,428.57,263.16,284.94,725.57,315.79,0.0,384.62,166.67,0.0,0.0,0.0,693.91,6916.67,76.27
Andhra Pradesh,1978,1948.44,1000.0,644.63,681.82,650.35,1078.85,1000.0,1192.23,0.0,0.0,263.16,330.28,1251.3,166.67,0.0,0.0,333.33,0.0,0.0,0.0,1225.92,6615.79,0.0
Andhra Pradesh,1979,985.02,0.0,777.78,675.0,706.9,785.71,500.0,904.76,0.0,500.0,285.71,257.17,1030.97,118.42,0.0,0.0,0.0,0.0,0.0,0.0,744.4,7323.94,0.0
Andhra Pradesh,1979,1144.67,0.0,765.43,666.67,730.16,838.24,1333.33,757.3,0.0,0.0,297.3,245.42,912.74,132.65,0.0,0.0,0.0,0.0,0.0,0.0,532.63,6349.14,0.0
Andhra Pradesh,1979,2070.55,0.0,736.84,672.73,698.92,636.36,2000.0,878.79,0.0,500.0,272.73,325.86,771.08,253.73,0.0,0.0,0.0,0.0,0.0,0.0,199.15,10415.84,230.77
Andhra Pradesh,1979,2453.55,0.0,758.06,678.26,706.21,1000.0,1000.0,1250.0,0.0,0.0,222.22,233.37,1282.05,213.24,0.0,0.0,0.0,0.0,0.0,0.0,340.81,7842.77,0.0
Andhra Pradesh,1979,1831.75,0.0,777.78,799.43,799.24,1000.0,1500.0,1500.0,0.0,500.0,258.06,325.97,875.97,108.7,0.0,0.0,0.0,0.0,0.0,0.0,806.0,9153.06,294.12
Andhra Pradesh,1979,1793.87,0.0,576.73,729.87,651.46,756.76,1000.0,1429.82,0.0,576.27,446.81,364.41,1051.02,78.43,250.0,0.0,151.9,0.0,0.0,0.0,642.25,8300.0,455.73
Andhra Pradesh,1979,1859.85,0.0,626.37,269.23,374.86,1333.33,1000.0,1380.68,0.0,333.33,421.05,331.64,1500.0,197.18,0.0,0.0,137.25,0.0,0.0,0.0,943.49,8666.67,454.55
Andhra Pradesh,1979,1500.0,500.0,821.15,764.45,780.09,432.43,1000.0,1500.0,0.0,350.0,241.13,280.72,658.96,157.89,0.0,376.81,151.52,0.0,0.0,0.0,636.92,8400.0,100.9
Andhra Pradesh,1979,1661.54,500.0,652.6,397.02,560.14,571.43,2000.0,1349.83,0.0,461.54,137.36,201.04,727.87,115.38,0.0,264.71,217.39,0.0,0.0,0.0,711.78,10333.33,76.09
Andhra Pradesh,1979,1630.14,1166.67,842.11,666.67,834.26,1285.71,1000.0,1767.86,0.0,428.57,285.71,193.98,722.74,321.43,0.0,357.14,166.67,0.0,0.0,0.0,698.76,8176.47,96.0
Andhra Pradesh,1979,2000.0,0.0,1016.53,687.5,978.1,1480.0,1500.0,1111.58,0.0,0.0,270.27,253.41,1113.74,166.67,0.0,0.0,0.0,0.0,0.0,0.0,1094.77,7917.29,0.0
Andhra Pradesh,1980,1398.55,0.0,285.71,571.43,500.0,1066.67,1000.0,1017.29,0.0,250.0,222.22,521.82,709.57,134.15,0.0,0.0,0.0,0.0,0.0,0.0,556.96,7481.93,0.0
Andhra Pradesh,1980,1524.1,0.0,305.88,580.65,421.77,913.04,1216.67,804.35,0.0,500.0,200.0,369.21,868.89,150.23,0.0,0.0,0.0,0.0,0.0,0.0,530.21,6108.79,0.0
Andhra Pradesh,1980,2252.03,0.0,303.03,581.4,460.53,647.06,3000.0,948.72,0.0,1000.0,300.0,397.25,518.52,296.55,0.0,0.0,0.0,0.0,0.0,0.0,166.11,11102.56,384.62
Andhra Pradesh,1980,2511.85,0.0,297.3,581.4,450.0,1000.0,1150.0,1142.86,0.0,0.0,217.39,306.56,1000.0,251.61,0.0,0.0,0.0,0.0,0.0,0.0,367.38,10505.15,0.0
Andhra Pradesh,1980,1932.67,0.0,0.0,588.63,588.63,1000.0,1050.0,1000.0,0.0,500.0,204.08,519.29,918.03,120.0,0.0,0.0,0.0,0.0,0.0,0.0,791.47,9313.04,266.67
Andhra Pradesh,1980,2256.0,0.0,321.5,579.51,430.52,760.87,1200.0,1425.53,0.0,571.43,314.72,481.76,1006.13,317.27,125.0,0.0,194.69,0.0,0.0,0.0,605.8,8285.71,739.85
Andhra Pradesh,1980,1831.9,0.0,259.62,374.8,335.86,971.43,5000.0,1394.74,0.0,500.0,250.0,267.44,1105.49,220.78,0.0,0.0,174.6,0.0,0.0,0.0,648.91,7000.0,520.83
Andhra Pradesh,1980,1634.78,400.0,356.93,605.42,491.3,538.46,1500.0,1411.76,0.0,348.84,182.93,295.43,745.18,190.48,0.0,177.78,166.67,0.0,500.0,0.0,714.81,8333.33,100.09
Andhra Pradesh,1980,1884.62,600.0,262.75,519.76,363.53,391.3,950.0,1569.81,0.0,473.68,50.85,120.64,381.88,142.86,0.0,272.73,183.33,0.0,0.0,0.0,359.42,10406.25,123.67
Andhra Pradesh,1980,1884.54,500.0,289.97,570.51,345.09,1478.26,1000.0,1521.28,0.0,400.0,185.19,309.66,394.64,360.66,0.0,605.26,166.67,0.0,0.0,0.0,406.63,8300.0,156.25
Andhra Pradesh,1980,1740.58,0.0,330.0,588.24,367.52,681.82,2000.0,1189.19,0.0,0.0,200.0,210.21,774.82,187.5,0.0,0.0,0.0,0.0,0.0,0.0,665.85,8109.68,0.0
Andhra Pradesh,1981,1439.56,0.0,750.0,675.0,687.5,1285.71,3000.0,1128.94,0.0,500.0,473.68,368.26,922.14,129.87,0.0,0.0,0.0,0.0,0.0,0.0,727.23,7732.56,0.0
Andhra Pradesh,1981,1050.63,0.0,500.0,680.0,571.43,1015.63,3333.33,892.09,0.0,500.0,475.0,267.23,1002.09,151.52,0.0,0.0,0.0,0.0,0.0,0.0,616.75,6947.37,0.0
Andhra Pradesh,1981,2373.68,0.0,466.67,653.85,553.57,750.0,3000.0,682.93,0.0,1000.0,354.17,328.16,954.55,294.12,0.0,0.0,0.0,0.0,0.0,0.0,239.61,8940.3,333.33
Andhra Pradesh,1981,2610.6,0.0,468.75,680.0,561.4,1000.0,2000.0,1000.0,0.0,0.0,476.19,282.61,1094.59,269.23,0.0,0.0,500.0,0.0,0.0,0.0,451.56,7723.08,0.0
Andhra Pradesh,1981,1953.04,0.0,0.0,591.01,591.01,1000.0,6000.0,1000.0,0.0,500.0,460.0,455.65,946.67,127.66,500.0,0.0,0.0,0.0,0.0,0.0,785.64,9006.33,185.19
Andhra Pradesh,1981,2252.05,0.0,460.0,683.73,549.28,829.79,3500.0,1612.07,0.0,558.14,538.12,390.44,1133.5,212.6,166.67,0.0,211.86,0.0,0.0,0.0,759.82,7822.58,632.58
Andhra Pradesh,1981,2031.37,0.0,468.55,409.48,430.14,1459.46,3666.67,1579.23,0.0,500.0,333.33,358.37,1222.22,222.22,0.0,0.0,200.0,0.0,0.0,0.0,1017.76,7789.47,658.99
Andhra Pradesh,1981,2000.0,1000.0,1053.48,730.6,860.34,836.73,1000.0,1609.76,0.0,348.84,216.37,361.0,893.85,210.53,0.0,209.68,153.85,0.0,562.5,0.0,828.72,8050.0,130.77
Andhra Pradesh,1981,1887.5,500.0,742.05,746.42,744.08,701.75,3000.0,1299.64,0.0,473.68,93.14,253.63,938.43,134.62,0.0,238.1,98.36,0.0,500.0,0.0,910.21,9812.5,106.25
Andhra Pradesh,1981,2180.33,750.0,790.87,668.12,766.87,1218.75,0.0,1741.38,0.0,400.0,125.0,330.83,1086.54,368.42,0.0,222.22,125.0,0.0,0.0,0.0,1043.49,7060.61,131.03
Andhra Pradesh,1981,2056.0,0.0,827.16,660.0,787.74,1160.0,2500.0,1120.35,0.0,0.0,135.14,302.31,1235.79,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1138.65,8646.02,0.0
Andhra Pradesh,1982,1557.23,0.0,400.0,692.31,645.16,1114.5,2333.33,1108.21,0.0,800.0,277.78,419.27,856.94,111.11,0.0,0.0,0.0,0.0,0.0,0.0,691.82,6284.09,0.0
Andhra Pradesh,1982,905.93,0.0,400.0,696.97,500.0,867.51,2900.0,819.82,0.0,1000.0,255.32,332.4,818.02,123.66,0.0,0.0,0.0,0.0,0.0,0.0,548.59,5306.05,0.0
Andhra Pradesh,1982,2452.59,0.0,423.08,720.0,568.63,713.24,4600.0,852.94,0.0,1000.0,277.78,428.32,796.46,236.22,0.0,0.0,0.0,0.0,0.0,0.0,222.63,7256.1,285.71
Andhra Pradesh,1982,2877.9,0.0,413.79,750.0,533.33,1000.0,2000.0,666.67,0.0,0.0,235.29,362.6,1430.56,238.1,0.0,0.0,0.0,0.0,0.0,0.0,539.99,8904.55,0.0
Andhra Pradesh,1982,2156.31,0.0,0.0,1022.08,1022.08,714.29,4000.0,0.0,0.0,666.67,260.0,590.69,1020.0,90.91,500.0,0.0,0.0,0.0,0.0,0.0,982.0,9200.0,260.87
Andhra Pradesh,1982,2336.55,0.0,368.16,785.71,544.54,463.48,2785.71,1500.0,0.0,818.18,261.68,567.47,1131.11,176.92,200.0,0.0,339.13,0.0,0.0,0.0,776.47,7369.57,582.23
Andhra Pradesh,1982,1720.31,0.0,435.8,257.75,316.95,637.82,7000.0,1366.41,0.0,666.67,225.81,328.91,1222.64,176.47,0.0,0.0,250.0,0.0,488.89,0.0,1088.1,7500.0,487.68
Andhra Pradesh,1982,2067.65,476.19,628.81,967.98,875.85,422.43,4000.0,1317.07,0.0,517.86,202.38,319.43,726.52,166.67,0.0,378.79,205.13,0.0,0.0,0.0,669.81,6692.31,170.43
Andhra Pradesh,1982,1957.26,833.33,727.27,1000.0,902.58,257.93,3600.0,1601.81,0.0,640.0,121.55,228.52,659.59,122.45,0.0,360.0,98.04,0.0,0.0,0.0,639.33,7300.0,96.99
Andhra Pradesh,1982,2314.18,666.67,1035.99,1392.86,1074.83,806.03,0.0,1759.49,0.0,714.29,142.86,342.75,397.66,296.3,0.0,500.0,250.0,0.0,0.0,0.0,451.34,6740.74,125.0
Andhra Pradesh,1982,1729.79,1000.0,864.0,1000.0,908.6,557.21,2666.67,1012.05,0.0,0.0,161.29,288.78,1033.81,142.86,0.0,0.0,0.0,0.0,0.0,0.0,1334.19,6716.35,0.0
Andhra Pradesh,1983,1905.75,0.0,473.68,729.73,642.86,1014.18,3000.0,1197.41,0.0,600.0,578.95,366.94,1130.97,111.11,0.0,0.0,0.0,0.0,0.0,0.0,903.01,6223.53,0.0
Andhra Pradesh,1983,1576.11,0.0,455.7,717.95,542.37,920.2,4000.0,912.56,0.0,0.0,540.0,300.8,1155.93,123.66,0.0,0.0,0.0,0.0,0.0,0.0,720.12,4736.06,0.0
Andhra Pradesh,1983,2211.13,0.0,478.26,714.29,607.84,583.85,5800.0,973.68,0.0,1000.0,524.59,2604.62,1098.36,236.22,0.0,0.0,0.0,0.0,0.0,0.0,289.75,9229.51,466.67
Andhra Pradesh,1983,2390.35,0.0,478.26,714.29,590.91,1000.0,3200.0,1000.0,0.0,0.0,530.3,214.04,1168.83,231.4,0.0,0.0,0.0,0.0,0.0,0.0,455.95,7745.56,0.0
Andhra Pradesh,1983,2171.67,0.0,0.0,443.9,443.9,750.0,5200.0,1000.0,0.0,600.0,571.43,672.46,1009.26,90.91,500.0,0.0,0.0,0.0,0.0,0.0,1052.3,7104.0,419.35
Andhra Pradesh,1983,2634.09,0.0,476.3,986.01,682.2,772.83,3235.29,1779.82,0.0,820.0,549.3,594.93,1258.85,104.0,222.22,0.0,212.12,0.0,0.0,0.0,847.18,6968.75,882.94
Andhra Pradesh,1983,2028.45,0.0,446.81,422.11,430.03,1118.98,5000.0,1657.34,0.0,666.67,488.37,142.59,1651.57,176.47,0.0,0.0,211.27,0.0,0.0,0.0,1022.66,6583.33,876.15
Andhra Pradesh,1983,1847.51,400.0,715.69,863.23,827.61,699.53,3666.67,1763.16,0.0,520.0,365.98,331.59,695.95,166.67,0.0,489.36,186.05,0.0,446.43,0.0,643.17,7909.09,181.0
Andhra Pradesh,1983,1915.03,545.45,706.02,872.12,793.18,930.88,3400.0,1634.04,0.0,681.82,177.88,228.25,1169.77,122.45,0.0,326.53,176.47,0.0,0.0,0.0,1139.47,7695.65,145.96
Andhra Pradesh,1983,2091.16,666.67,978.08,854.55,969.43,935.36,0.0,1579.71,0.0,666.67,236.84,336.21,955.25,296.3,0.0,492.06,200.0,0.0,0.0,0.0,920.61,7925.93,184.93
Andhra Pradesh,1983,2236.12,0.0,865.03,862.07,864.58,1178.08,8000.0,928.96,0.0,0.0,250.0,509.54,921.25,142.86,0.0,0.0,0.0,0.0,0.0,0.0,1131.6,7831.58,0.0
Andhra Pradesh,1984,1225.17,0.0,428.57,657.14,591.84,897.64,1500.0,1033.67,0.0,500.0,384.62,505.95,912.99,144.58,0.0,0.0,0.0,0.0,0.0,0.0,764.06,5871.79,0.0
Andhra Pradesh,1984,1106.06,0.0,388.89,642.86,475.61,895.07,1288.14,805.63,0.0,500.0,350.0,336.42,927.03,181.82,0.0,0.0,0.0,0.0,0.0,0.0,655.1,4166.67,0.0
Andhra Pradesh,1984,2427.6,0.0,380.95,653.85,531.91,728.07,1800.0,866.67,0.0,1000.0,333.33,358.13,823.01,213.33,0.0,0.0,0.0,0.0,0.0,0.0,234.87,7967.21,500.0
Andhra Pradesh,1984,2716.5,0.0,380.95,666.67,549.02,1000.0,2416.67,1000.0,0.0,0.0,307.69,412.0,1349.4,265.49,0.0,0.0,0.0,0.0,0.0,0.0,500.88,8380.12,333.33
Andhra Pradesh,1984,2199.84,0.0,0.0,623.6,623.6,750.0,1538.46,1000.0,0.0,0.0,333.33,818.47,948.63,142.86,0.0,0.0,0.0,0.0,0.0,0.0,912.67,7542.06,425.41
Andhra Pradesh,1984,1986.39,0.0,385.16,826.42,598.54,509.16,1214.29,1481.13,0.0,580.0,361.7,876.11,1347.22,164.38,200.0,0.0,253.62,0.0,0.0,0.0,1003.72,6193.55,469.23
Andhra Pradesh,1984,1803.0,0.0,394.37,386.45,388.67,878.89,2000.0,1577.46,0.0,500.0,285.71,391.0,1533.51,200.0,0.0,0.0,260.27,0.0,0.0,0.0,1408.35,5875.0,325.3
Andhra Pradesh,1984,1605.02,350.0,778.72,1030.72,967.23,435.7,2000.0,1475.0,0.0,262.5,265.19,237.18,703.79,166.67,0.0,230.77,204.55,0.0,521.53,0.0,631.67,6857.14,259.2
Andhra Pradesh,1984,1786.36,428.57,861.31,1188.1,1059.08,487.73,1833.33,1423.84,0.0,264.71,125.0,121.38,615.12,166.67,0.0,243.9,78.43,0.0,0.0,0.0,604.98,7062.5,279.07
Andhra Pradesh,1984,2076.49,666.67,1124.38,1208.33,1127.59,1421.38,0.0,1573.77,0.0,350.0,181.82,182.52,534.02,250.0,0.0,400.0,200.0,0.0,0.0,0.0,515.97,7739.13,35.71
Andhra Pradesh,1984,2053.05,0.0,630.77,1150.0,700.0,764.33,1500.0,829.27,0.0,0.0,194.03,362.94,1113.43,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.29,7609.3,0.0
Andhra Pradesh,1985,2015.48,0.0,500.0,692.31,636.36,851.85,1333.33,1111.48,0.0,666.67,421.05,352.7,1028.74,169.01,0.0,0.0,0.0,0.0,0.0,0.0,795.31,6405.8,0.0
Andhra Pradesh,1985,1294.83,0.0,492.75,666.67,571.43,864.77,1318.18,855.84,0.0,666.67,400.0,336.2,761.3,200.96,0.0,0.0,0.0,0.0,0.0,0.0,503.92,4522.06,0.0
Andhra Pradesh,1985,2414.57,0.0,500.0,666.67,593.75,858.49,1769.23,1090.91,0.0,0.0,375.0,388.28,911.5,186.67,0.0,0.0,0.0,0.0,0.0,0.0,242.86,7873.87,250.0
Andhra Pradesh,1985,2596.54,0.0,500.0,666.67,578.95,1000.0,2083.33,1000.0,0.0,0.0,416.67,408.26,1150.0,366.41,0.0,0.0,0.0,0.0,0.0,0.0,537.22,8228.43,500.0
Andhra Pradesh,1985,2607.43,0.0,0.0,698.53,698.53,500.0,1400.0,0.0,0.0,666.67,367.65,889.18,1044.44,250.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.51,8893.2,238.3
Andhra Pradesh,1985,2694.72,0.0,503.31,820.63,638.1,564.59,1307.69,1409.52,0.0,594.59,414.1,632.32,951.43,333.33,200.0,0.0,230.77,0.0,0.0,0.0,865.12,7045.45,261.33
Andhra Pradesh,1985,2171.18,0.0,469.19,370.45,401.18,733.33,0.0,1496.64,0.0,500.0,315.79,425.31,1455.0,346.15,0.0,0.0,231.88,0.0,0.0,0.0,1176.25,7090.91,221.29
Andhra Pradesh,1985,2049.03,600.0,826.49,1097.43,1011.73,719.25,1000.0,1421.05,0.0,422.22,169.81,599.25,708.92,357.14,0.0,206.19,186.05,0.0,487.01,0.0,635.7,9000.0,175.44
Andhra Pradesh,1985,2184.13,714.29,700.0,1030.96,877.28,527.68,1666.67,1612.9,0.0,125.0,137.17,136.2,659.47,166.67,0.0,280.0,54.55,0.0,0.0,0.0,648.3,8500.0,166.67
Andhra Pradesh,1985,2087.11,500.0,934.78,1074.07,939.43,822.78,1000.0,1590.16,0.0,352.94,133.33,484.73,560.75,225.0,0.0,1000.0,0.0,0.0,0.0,0.0,546.91,13000.0,20.83
Andhra Pradesh,1985,2201.7,0.0,964.91,1062.5,976.92,769.74,2000.0,1047.87,0.0,0.0,153.85,545.19,1121.45,187.5,0.0,0.0,0.0,0.0,0.0,0.0,1104.82,8865.47,0.0
Andhra Pradesh,1986,1589.93,0.0,600.0,756.76,711.54,916.67,1333.33,1233.33,0.0,0.0,500.0,568.76,978.49,219.18,0.0,0.0,0.0,0.0,0.0,0.0,792.06,6023.53,0.0
Andhra Pradesh,1986,1485.03,0.0,619.05,754.72,681.03,666.67,1285.71,860.47,0.0,0.0,333.33,427.45,931.51,191.56,0.0,0.0,0.0,0.0,0.0,0.0,616.19,5347.37,0.0
Andhra Pradesh,1986,1786.07,0.0,615.38,733.33,678.57,857.14,2000.0,1000.0,0.0,0.0,375.0,442.08,1000.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,208.46,8202.8,333.33
Andhra Pradesh,1986,1802.94,0.0,619.05,769.23,676.47,0.0,2000.0,1000.0,0.0,0.0,400.0,565.95,1272.73,200.0,0.0,0.0,0.0,0.0,0.0,0.0,455.34,6558.56,500.0
Andhra Pradesh,1986,2202.47,0.0,0.0,965.75,965.75,1000.0,1500.0,0.0,0.0,0.0,625.0,887.17,1074.07,214.29,222.22,0.0,0.0,0.0,0.0,0.0,1036.18,7954.95,200.0
Andhra Pradesh,1986,2880.22,0.0,672.08,857.14,748.57,807.69,1333.33,1500.0,0.0,500.0,333.33,753.84,1222.22,372.09,0.0,0.0,195.65,0.0,428.57,0.0,690.36,6846.15,472.22
Andhra Pradesh,1986,2290.32,0.0,605.0,556.05,571.21,913.04,1000.0,1416.67,0.0,1000.0,333.33,432.94,1489.36,351.35,0.0,0.0,194.44,0.0,333.33,0.0,1177.4,6333.33,307.69
Andhra Pradesh,1986,2153.85,1000.0,389.16,324.67,346.22,411.76,1000.0,1333.33,0.0,461.54,125.0,200.0,586.96,314.29,0.0,263.16,184.21,0.0,405.09,0.0,492.69,6700.0,195.12
Andhra Pradesh,1986,1780.49,500.0,694.51,343.83,520.43,592.59,1000.0,1714.29,0.0,250.0,173.91,114.91,943.44,250.0,0.0,173.91,107.14,0.0,1000.0,0.0,921.55,6000.0,100.0
Andhra Pradesh,1986,2425.0,1000.0,726.3,925.0,735.29,1083.33,0.0,1750.0,0.0,500.0,333.33,120.81,818.79,103.45,0.0,272.73,0.0,0.0,0.0,0.0,803.35,5000.0,50.0
Andhra Pradesh,1986,1661.02,0.0,1231.58,300.0,1142.86,769.23,3333.33,958.33,0.0,0.0,142.86,285.28,885.32,181.82,0.0,0.0,250.0,0.0,0.0,0.0,872.69,6241.07,0.0
Andhra Pradesh,1987,1266.67,0.0,285.71,604.65,560.0,727.27,1500.0,700.0,0.0,0.0,200.0,279.05,614.58,200.0,0.0,0.0,0.0,0.0,0.0,0.0,512.49,6406.98,0.0
Andhra Pradesh,1987,1034.48,0.0,272.73,606.56,448.28,604.65,1428.57,756.1,0.0,0.0,166.67,349.99,956.52,146.12,0.0,0.0,0.0,0.0,0.0,0.0,599.19,4631.23,0.0
Andhra Pradesh,1987,2414.69,0.0,277.78,583.33,400.0,933.33,2000.0,500.0,0.0,0.0,222.22,566.65,900.0,156.46,0.0,0.0,0.0,0.0,0.0,0.0,215.94,7689.66,200.0
Andhra Pradesh,1987,2683.52,0.0,263.16,600.0,411.76,0.0,1666.67,0.0,0.0,0.0,166.67,526.92,1166.67,187.5,0.0,0.0,0.0,0.0,0.0,0.0,364.65,7954.36,300.0
Andhra Pradesh,1987,2241.19,0.0,0.0,677.97,677.97,500.0,1000.0,0.0,0.0,0.0,333.33,883.9,925.93,90.91,0.0,0.0,0.0,0.0,0.0,0.0,735.21,7847.83,81.25
Andhra Pradesh,1987,2496.62,0.0,260.27,672.04,420.5,500.0,1500.0,1285.71,0.0,500.0,185.19,716.95,1100.0,115.38,333.33,0.0,119.5,0.0,388.89,0.0,791.95,6631.58,185.19
Andhra Pradesh,1987,2508.13,0.0,288.89,386.42,355.24,684.21,2000.0,1333.33,0.0,0.0,111.11,515.66,1477.61,555.56,0.0,0.0,126.58,0.0,363.64,0.0,1183.3,6605.26,129.03
Andhra Pradesh,1987,2092.11,428.57,747.82,864.81,821.28,454.55,2000.0,1500.0,0.0,428.57,76.09,562.43,962.96,125.0,0.0,201.92,121.95,0.0,449.86,0.0,767.31,8000.0,122.81
Andhra Pradesh,1987,2046.51,300.0,862.16,631.83,739.57,692.31,1000.0,1800.0,0.0,600.0,120.0,223.81,959.41,181.82,0.0,295.45,132.35,0.0,93.75,0.0,921.7,7777.78,66.67
Andhra Pradesh,1987,2355.56,500.0,889.6,814.81,883.65,1300.0,0.0,1500.0,0.0,500.0,100.0,292.86,1019.35,115.38,0.0,250.0,166.67,0.0,0.0,0.0,831.63,7700.0,100.0
Andhra Pradesh,1987,2424.24,0.0,865.98,1000.0,868.69,1214.29,1000.0,821.43,0.0,0.0,142.86,256.12,1182.24,625.0,0.0,0.0,250.0,0.0,0.0,0.0,983.48,7291.67,0.0
Andhra Pradesh,1988,2026.39,0.0,461.54,633.33,581.4,1008.47,1500.0,1157.19,0.0,0.0,272.73,364.94,1189.43,171.88,0.0,0.0,0.0,0.0,0.0,0.0,933.68,6247.19,0.0
Andhra Pradesh,1988,1926.93,0.0,438.6,631.58,515.79,795.65,1606.06,870.28,0.0,0.0,339.62,406.78,1140.44,155.34,0.0,0.0,0.0,0.0,0.0,0.0,730.19,5356.94,0.0
Andhra Pradesh,1988,2724.64,0.0,421.05,636.36,500.0,746.15,2142.86,1250.0,0.0,1000.0,177.22,672.47,1210.53,145.99,0.0,0.0,0.0,0.0,0.0,0.0,294.23,7241.67,224.49
