State,Year,Fertilizer_N,Fertilizer_P,Fertilizer_K,Fertilizer_Total
Uttar Pradesh,2009,136.88,41.03,12.82,81108.0
Uttar Pradesh,2009,268.62,98.15,38.38,55343.0
Uttar Pradesh,2009,105.41,46.86,13.21,50488.0
Uttar Pradesh,2009,196.46,74.05,14.28,74320.0
Uttar Pradesh,2009,171.66,64.24,14.45,108049.0
Uttar Pradesh,2009,154.37,49.45,9.04,91878.0
Uttar Pradesh,2009,189.64,35.72,12.44,115113.0
Uttar Pradesh,2009,244.12,95.75,20.23,125354.0
Uttar Pradesh,2009,145.95,45.66,16.66,105181.0
Uttar Pradesh,2009,99.45,43.44,13.92,72800.0
Uttar Pradesh,2009,162.99,40.49,11.37,62390.0
Uttar Pradesh,2009,181.49,66.6,14.22,56395.0
Uttar Pradesh,2009,278.72,76.07,20.05,97190.0
Uttar Pradesh,2010,155.69,54.66,14.05,88102.0
Uttar Pradesh,2010,150.08,41.78,7.45,64781.0
Uttar Pradesh,2010,241.43,89.64,25.33,166465.0
Uttar Pradesh,2010,258.18,82.65,19.27,123829.0
Uttar Pradesh,2010,195.54,78.0,24.36,134841.0
Uttar Pradesh,2010,154.11,74.99,12.84,65123.0
Uttar Pradesh,2010,227.46,91.09,27.56,119316.0
Uttar Pradesh,2010,238.51,86.53,17.2,107871.0
Uttar Pradesh,2010,210.19,73.98,17.96,99517.0
Uttar Pradesh,2010,220.85,57.74,18.6,96960.0
Uttar Pradesh,2010,157.02,31.47,6.31,82278.0
Uttar Pradesh,2010,289.85,61.34,21.5,181301.0
Uttar Pradesh,2010,239.83,57.5,17.65,110300.0
Uttar Pradesh,2010,224.26,64.12,34.93,75457.0
Uttar Pradesh,2010,152.68,41.5,15.9,40287.0
Uttar Pradesh,2010,124.78,39.8,5.35,57165.0
Uttar Pradesh,2010,282.85,94.43,35.81,121311.0
Uttar Pradesh,2010,152.16,81.66,11.56,71496.0
Uttar Pradesh,2010,277.62,125.79,32.26,178609.0
Uttar Pradesh,2010,165.43,57.41,9.2,66692.0
Uttar Pradesh,2010,295.93,91.19,17.73,180134.0
Uttar Pradesh,2010,68.98,46.73,4.97,75374.0
Uttar Pradesh,2010,107.14,28.61,2.69,47563.0
Uttar Pradesh,2010,45.06,19.91,5.36,37056.0
Uttar Pradesh,2010,52.29,20.58,7.44,41803.0
Uttar Pradesh,2010,254.99,128.94,34.42,124474.0
Uttar Pradesh,2010,59.09,49.98,6.65,40055.0
Uttar Pradesh,2010,164.06,66.17,11.47,67324.0
Uttar Pradesh,2010,151.59,67.66,12.19,58712.0
Uttar Pradesh,2010,148.24,60.03,9.61,48049.0
Uttar Pradesh,2010,262.89,101.04,29.65,175288.0
Uttar Pradesh,2010,209.84,95.44,30.17,142022.0
Uttar Pradesh,2010,161.61,65.2,19.74,139526.0
Uttar Pradesh,2010,142.56,75.73,11.46,97654.0
Uttar Pradesh,2010,256.52,120.13,31.85,55588.0
Uttar Pradesh,2010,141.15,51.6,7.32,61110.0
Uttar Pradesh,2010,191.1,65.23,10.85,71344.0
Uttar Pradesh,2010,169.81,62.75,14.02,106631.0
Uttar Pradesh,2010,168.42,50.77,13.86,99758.0
Uttar Pradesh,2010,153.98,49.55,8.2,102898.0
Uttar Pradesh,2010,259.41,99.25,19.45,128462.0
Uttar Pradesh,2010,132.81,52.05,16.2,101416.0
Uttar Pradesh,2010,83.34,35.08,13.82,60916.0
Uttar Pradesh,2010,143.99,67.99,11.72,64531.0
Uttar Pradesh,2010,154.31,57.3,10.44,48185.0
Uttar Pradesh,2010,257.46,105.68,19.69,99407.0
Uttar Pradesh,2011,203.4,45.37,9.41,101452.0
Uttar Pradesh,2011,197.92,45.67,8.55,81477.0
Uttar Pradesh,2011,299.51,102.4,17.93,194055.0
Uttar Pradesh,2011,213.17,61.67,9.93,98220.0
Uttar Pradesh,2011,204.72,68.55,11.73,129150.0
Uttar Pradesh,2011,158.69,91.36,4.0,68422.0
Uttar Pradesh,2011,189.23,97.22,8.61,102191.0
Uttar Pradesh,2011,211.62,87.14,8.92,96396.0
Uttar Pradesh,2011,210.02,77.32,7.72,96319.0
Uttar Pradesh,2011,237.48,53.69,5.87,97785.0
Uttar Pradesh,2011,159.16,48.38,20.31,97149.0
Uttar Pradesh,2011,258.6,56.79,7.7,155996.0
Uttar Pradesh,2011,288.72,54.24,9.71,123548.0
Uttar Pradesh,2011,291.47,67.88,14.21,87465.0
Uttar Pradesh,2011,168.78,33.92,9.18,40588.0
Uttar Pradesh,2011,194.66,37.79,4.54,79910.0
Uttar Pradesh,2011,271.01,103.55,23.14,117257.0
Uttar Pradesh,2011,173.84,84.53,11.85,79139.0
Uttar Pradesh,2011,305.14,119.51,23.77,184226.0
Uttar Pradesh,2011,134.49,41.04,7.57,52910.0
Uttar Pradesh,2011,257.49,80.13,18.2,157425.0
Uttar Pradesh,2011,78.09,58.05,2.78,87992.0
Uttar Pradesh,2011,77.12,35.1,2.35,39721.0
Uttar Pradesh,2011,35.31,19.8,3.0,30793.0
Uttar Pradesh,2011,45.13,26.79,2.61,38602.0
Uttar Pradesh,2011,272.32,105.57,22.49,118659.0
Uttar Pradesh,2011,102.35,48.73,8.64,57047.0
Uttar Pradesh,2011,156.53,50.67,7.22,59752.0
Uttar Pradesh,2011,156.29,55.59,8.26,55882.0
Uttar Pradesh,2011,164.05,53.78,7.78,49668.0
Uttar Pradesh,2011,260.1,80.47,19.13,160588.0
Uttar Pradesh,2011,244.36,83.14,22.11,147408.0
Uttar Pradesh,2011,185.6,68.04,15.27,152171.0
Uttar Pradesh,2011,149.23,48.1,5.5,86361.0
Uttar Pradesh,2011,267.29,84.94,12.19,49467.0
Uttar Pradesh,2011,136.04,44.14,4.25,56985.0
Uttar Pradesh,2011,152.68,39.6,3.91,52720.0
Uttar Pradesh,2011,202.95,64.93,6.46,119610.0
Uttar Pradesh,2011,142.76,44.82,3.38,82734.0
Uttar Pradesh,2011,169.89,36.3,4.18,100915.0
Uttar Pradesh,2011,237.63,80.47,11.92,112190.0
Uttar Pradesh,2011,150.73,50.26,8.9,105992.0
Uttar Pradesh,2011,91.2,42.02,11.04,66455.0
Uttar Pradesh,2011,115.68,39.36,5.62,46207.0
Uttar Pradesh,2011,145.82,51.66,8.32,45247.0
Uttar Pradesh,2011,260.23,72.49,7.43,87907.0
Uttar Pradesh,2012,242.35,67.65,10.28,125723.0
Uttar Pradesh,2012,288.03,84.6,6.67,122986.0
Uttar Pradesh,2012,294.64,99.8,12.3,186504.0
Uttar Pradesh,2012,248.69,79.52,10.37,115640.0
Uttar Pradesh,2012,227.55,87.69,11.84,148319.0
Uttar Pradesh,2012,173.43,99.44,6.77,75231.0
Uttar Pradesh,2012,185.66,98.16,10.7,102090.0
Uttar Pradesh,2012,194.6,86.67,6.26,88113.0
Uttar Pradesh,2012,183.78,73.42,6.62,86182.0
Uttar Pradesh,2012,272.06,72.02,8.01,115715.0
Uttar Pradesh,2012,208.63,62.11,6.71,118219.0
Uttar Pradesh,2012,256.14,68.65,8.59,160907.0
Uttar Pradesh,2012,256.39,72.38,8.58,118482.0
Uttar Pradesh,2012,274.93,81.63,17.15,87297.0
Uttar Pradesh,2012,238.5,66.59,9.99,60526.0
Uttar Pradesh,2012,280.88,72.77,6.21,118053.0
Uttar Pradesh,2012,211.07,100.89,22.66,100981.0
Uttar Pradesh,2012,185.18,76.01,7.07,78973.0
Uttar Pradesh,2012,229.07,84.99,10.35,132395.0
Uttar Pradesh,2012,168.08,55.09,5.52,66206.0
Uttar Pradesh,2012,222.82,62.96,8.65,128562.0
Uttar Pradesh,2012,128.79,51.91,3.71,117295.0
Uttar Pradesh,2012,123.81,47.09,3.39,60146.0
Uttar Pradesh,2012,110.7,44.86,3.36,84043.0
Uttar Pradesh,2012,106.57,42.71,3.21,78411.0
Uttar Pradesh,2012,215.23,97.45,10.62,96948.0
Uttar Pradesh,2012,134.63,58.53,5.76,67196.0
Uttar Pradesh,2012,170.83,55.42,7.31,65114.0
Uttar Pradesh,2012,178.92,67.46,6.67,64274.0
Uttar Pradesh,2012,179.76,71.4,5.69,56403.0
Uttar Pradesh,2012,225.4,82.94,15.85,145171.0
Uttar Pradesh,2012,220.63,78.73,12.85,132003.0
Uttar Pradesh,2012,203.73,67.37,8.17,157745.0
Uttar Pradesh,2012,174.13,56.98,4.82,100642.0
Uttar Pradesh,2012,213.37,51.98,4.48,37334.0
Uttar Pradesh,2012,161.64,57.86,4.72,70021.0
Uttar Pradesh,2012,191.48,64.24,7.19,70668.0
Uttar Pradesh,2012,218.9,59.96,4.88,126388.0
Uttar Pradesh,2012,146.68,58.9,7.54,92062.0
Uttar Pradesh,2012,245.1,68.14,5.95,151824.0
Uttar Pradesh,2012,243.83,94.2,8.53,117723.0
Uttar Pradesh,2012,199.56,60.75,6.1,135718.0
Uttar Pradesh,2012,168.88,66.82,11.88,113261.0
Uttar Pradesh,2012,167.29,56.36,7.03,66328.0
Uttar Pradesh,2012,193.39,63.11,8.28,50349.0
Uttar Pradesh,2012,266.31,97.79,6.99,95072.0
Uttar Pradesh,2013,211.17,48.83,6.6,103876.0
Uttar Pradesh,2013,230.81,60.69,8.26,96573.0
Uttar Pradesh,2013,208.37,55.62,7.53,122864.0
Uttar Pradesh,2013,178.85,46.67,6.37,79193.0
Uttar Pradesh,2013,204.28,50.95,7.05,118852.0
Uttar Pradesh,2013,170.89,45.32,6.15,59755.0
Uttar Pradesh,2013,168.9,44.18,6.02,74786.0
Uttar Pradesh,2013,178.33,46.59,6.36,71026.0
Uttar Pradesh,2013,239.34,57.08,8.02,100164.0
Uttar Pradesh,2013,195.7,50.28,6.89,83559.0
Uttar Pradesh,2013,200.6,51.28,7.04,110556.0
Uttar Pradesh,2013,192.28,49.92,6.82,120299.0
Uttar Pradesh,2013,205.62,52.48,7.21,93209.0
Uttar Pradesh,2013,210.08,53.67,7.37,63126.0
Uttar Pradesh,2013,214.45,55.26,7.56,53041.0
Uttar Pradesh,2013,208.34,54.23,7.4,87917.0
Uttar Pradesh,2013,154.46,40.49,5.51,60678.0
Uttar Pradesh,2013,166.04,42.83,5.86,63002.0
Uttar Pradesh,2013,146.46,38.94,5.28,78108.0
Uttar Pradesh,2013,170.56,43.69,5.99,63743.0
Uttar Pradesh,2013,164.45,41.98,5.76,91137.0
Uttar Pradesh,2013,171.64,45.04,6.13,142895.0
Uttar Pradesh,2013,115.91,33.95,4.47,54196.0
Uttar Pradesh,2013,139.14,37.7,5.08,96751.0
Uttar Pradesh,2013,124.92,33.95,4.57,84793.0
Uttar Pradesh,2013,174.07,43.5,6.02,67470.0
Uttar Pradesh,2013,144.82,36.55,5.04,62828.0
Uttar Pradesh,2013,186.24,46.5,6.43,66718.0
Uttar Pradesh,2013,168.25,43.0,5.91,55161.0
Uttar Pradesh,2013,170.05,43.59,5.98,47654.0
Uttar Pradesh,2013,175.44,44.42,6.12,101056.0
Uttar Pradesh,2013,189.53,47.33,6.55,102489.0
Uttar Pradesh,2013,169.41,42.94,5.91,123513.0
Uttar Pradesh,2013,184.47,46.8,6.44,100347.0
Uttar Pradesh,2013,132.0,34.86,4.74,23647.0
Uttar Pradesh,2013,161.47,41.8,5.71,65585.0
Uttar Pradesh,2013,157.05,39.64,5.47,58282.0
Uttar Pradesh,2013,186.03,47.54,6.53,106944.0
Uttar Pradesh,2013,179.45,46.12,6.32,100602.0
Uttar Pradesh,2013,210.42,53.31,7.34,130183.0
Uttar Pradesh,2013,191.58,49.13,6.74,84156.0
Uttar Pradesh,2013,193.2,48.94,6.74,124310.0
Uttar Pradesh,2013,173.91,43.58,6.02,102936.0
Uttar Pradesh,2013,200.49,48.6,6.79,66804.0
Uttar Pradesh,2013,184.73,46.72,6.44,43721.0
Uttar Pradesh,2013,204.07,52.55,7.2,68290.0
Uttar Pradesh,2014,227.25,66.13,12.12,118414.0
Uttar Pradesh,2014,248.44,72.2,14.9,107532.0
Uttar Pradesh,2014,220.12,64.23,13.32,136944.0
Uttar Pradesh,2014,189.78,55.04,11.32,88134.0
Uttar Pradesh,2014,215.8,61.81,12.51,131871.0
Uttar Pradesh,2014,183.44,53.44,11.06,66573.0
Uttar Pradesh,2014,192.01,55.72,11.47,83243.0
Uttar Pradesh,2014,180.68,52.42,10.79,79050.0
Uttar Pradesh,2014,251.23,71.09,14.15,110811.0
Uttar Pradesh,2014,208.62,60.24,12.32,92896.0
Uttar Pradesh,2014,212.72,61.34,12.53,122866.0
Uttar Pradesh,2014,205.01,59.37,12.19,133832.0
Uttar Pradesh,2014,218.62,63.01,12.86,103578.0
Uttar Pradesh,2014,219.51,63.29,12.92,70150.0
Uttar Pradesh,2014,229.26,66.26,13.57,58980.0
Uttar Pradesh,2014,221.74,64.26,13.21,97825.0
Uttar Pradesh,2014,175.89,51.08,10.52,67549.0
Uttar Pradesh,2014,176.08,50.9,10.43,70059.0
Uttar Pradesh,2014,159.08,46.37,9.6,87035.0
Uttar Pradesh,2014,182.13,52.55,10.74,70851.0
Uttar Pradesh,2014,162.56,46.86,9.56,101276.0
Uttar Pradesh,2014,182.35,52.96,10.92,159084.0
Uttar Pradesh,2014,126.68,37.96,8.13,60798.0
Uttar Pradesh,2014,149.83,43.91,9.16,107949.0
Uttar Pradesh,2014,132.32,38.81,8.1,94627.0
Uttar Pradesh,2014,183.3,52.53,10.64,74870.0
Uttar Pradesh,2014,139.48,40.08,8.15,69766.0
Uttar Pradesh,2014,198.64,56.91,11.52,74032.0
Uttar Pradesh,2014,177.94,51.31,10.48,61302.0
Uttar Pradesh,2014,184.0,53.1,10.85,52972.0
Uttar Pradesh,2014,188.71,54.27,11.04,112237.0
Uttar Pradesh,2014,201.23,57.65,11.67,113726.0
Uttar Pradesh,2014,179.2,51.56,10.5,137187.0
Uttar Pradesh,2014,198.87,57.23,11.66,111465.0
Uttar Pradesh,2014,143.96,41.89,8.66,26337.0
Uttar Pradesh,2014,173.24,50.13,10.28,72948.0
Uttar Pradesh,2014,167.37,48.09,9.78,64716.0
Uttar Pradesh,2014,198.51,57.23,11.69,118850.0
Uttar Pradesh,2014,191.31,55.25,11.3,111844.0
Uttar Pradesh,2014,222.11,63.89,13.0,144593.0
Uttar Pradesh,2014,203.05,58.6,11.98,93546.0
Uttar Pradesh,2014,207.88,59.79,12.17,138068.0
Uttar Pradesh,2014,187.49,53.77,10.9,114245.0
Uttar Pradesh,2014,216.04,61.4,12.3,73984.0
Uttar Pradesh,2014,174.66,50.22,10.22,48555.0
Uttar Pradesh,2014,229.7,66.37,13.59,75931.0
Uttar Pradesh,2015,211.54,70.36,14.21,113308.0
Uttar Pradesh,2015,225.33,84.54,15.8,104740.0
Uttar Pradesh,2015,201.42,75.63,14.3,131854.0
Uttar Pradesh,2015,175.24,65.72,12.22,86342.0
Uttar Pradesh,2015,203.7,76.23,13.72,133565.0
Uttar Pradesh,2015,166.7,62.57,11.77,64427.0
Uttar Pradesh,2015,176.78,66.3,12.35,81410.0
Uttar Pradesh,2015,170.69,64.02,11.91,77368.0
Uttar Pradesh,2015,234.96,87.76,15.32,115783.0
Uttar Pradesh,2015,195.36,73.21,13.46,92076.0
Uttar Pradesh,2015,201.53,75.5,13.83,122235.0
Uttar Pradesh,2015,194.9,73.07,13.54,131611.0
Uttar Pradesh,2015,196.11,73.47,13.44,103160.0
Uttar Pradesh,2015,206.78,77.47,14.18,69823.0
Uttar Pradesh,2015,215.55,80.79,14.88,58328.0
Uttar Pradesh,2015,200.02,75.0,13.92,96021.0
Uttar Pradesh,2015,140.13,52.56,9.8,65949.0
Uttar Pradesh,2015,163.15,61.15,11.27,69236.0
Uttar Pradesh,2015,142.45,53.48,10.08,84061.0
Uttar Pradesh,2015,168.94,63.3,11.61,70379.0
Uttar Pradesh,2015,146.82,55.0,10.06,100855.0
Uttar Pradesh,2015,177.32,66.52,12.42,155192.0
Uttar Pradesh,2015,108.72,41.03,8.36,54240.0
Uttar Pradesh,2015,160.01,60.12,11.5,102735.0
Uttar Pradesh,2015,129.93,48.83,9.36,89833.0
Uttar Pradesh,2015,176.43,66.03,11.9,75721.0
Uttar Pradesh,2015,121.16,45.37,8.23,70053.0
Uttar Pradesh,2015,188.03,70.37,12.67,74920.0
Uttar Pradesh,2015,162.69,60.95,11.16,60996.0
Uttar Pradesh,2015,174.44,65.36,11.99,52590.0
Uttar Pradesh,2015,178.24,66.75,12.14,112454.0
Uttar Pradesh,2015,193.12,72.27,13.02,115080.0
Uttar Pradesh,2015,175.82,65.84,11.99,137324.0
Uttar Pradesh,2015,189.91,71.13,12.95,111505.0
Uttar Pradesh,2015,131.65,49.41,9.27,25567.0
Uttar Pradesh,2015,158.47,59.41,10.98,71903.0
Uttar Pradesh,2015,154.76,57.95,10.52,64988.0
Uttar Pradesh,2015,186.24,69.78,12.78,118267.0
Uttar Pradesh,2015,181.79,68.13,12.52,110832.0
Uttar Pradesh,2015,206.5,77.33,14.07,144804.0
Uttar Pradesh,2015,181.95,68.18,12.52,92840.0
Uttar Pradesh,2015,191.81,71.83,13.07,138281.0
Uttar Pradesh,2015,175.83,65.82,11.88,115313.0
Uttar Pradesh,2015,202.34,75.63,13.35,76451.0
Uttar Pradesh,2015,147.64,55.29,10.05,48685.0
Uttar Pradesh,2015,196.98,73.83,13.59,75136.0
Uttar Pradesh,2016,210.41,80.11,17.94,118085.0
Uttar Pradesh,2016,225.84,89.43,18.39,107308.0
Uttar Pradesh,2016,204.01,81.33,16.5,136697.0
Uttar Pradesh,2016,174.55,68.9,14.25,87939.0
Uttar Pradesh,2016,196.55,76.07,16.37,131449.0
Uttar Pradesh,2016,168.12,66.83,13.63,66444.0
Uttar Pradesh,2016,176.07,69.56,14.37,83061.0
Uttar Pradesh,2016,170.09,67.17,13.88,78878.0
Uttar Pradesh,2016,220.71,83.75,18.71,110400.0
Uttar Pradesh,2016,192.5,75.46,15.83,92667.0
Uttar Pradesh,2016,197.87,77.39,16.3,122552.0
Uttar Pradesh,2016,193.49,76.2,15.84,133526.0
Uttar Pradesh,2016,192.32,75.17,15.86,103311.0
Uttar Pradesh,2016,203.63,79.62,16.78,69970.0
Uttar Pradesh,2016,212.9,83.56,17.48,58837.0
Uttar Pradesh,2016,198.03,78.07,16.19,97605.0
Uttar Pradesh,2016,138.96,54.95,11.33,67405.0
Uttar Pradesh,2016,161.38,63.37,13.25,69891.0
Uttar Pradesh,2016,143.52,57.11,11.63,86871.0
Uttar Pradesh,2016,166.22,65.07,13.69,70672.0
Uttar Pradesh,2016,144.18,56.36,11.89,101014.0
Uttar Pradesh,2016,176.97,70.02,14.42,158748.0
Uttar Pradesh,2016,118.24,49.12,9.16,60787.0
Uttar Pradesh,2016,144.6,58.03,11.61,107780.0
Uttar Pradesh,2016,126.52,50.84,10.15,94484.0
Uttar Pradesh,2016,138.47,53.47,11.55,60325.0
Uttar Pradesh,2016,118.05,45.92,9.78,69573.0
Uttar Pradesh,2016,181.74,70.36,15.13,73813.0
Uttar Pradesh,2016,160.29,62.69,13.21,61145.0
Uttar Pradesh,2016,165.31,64.74,13.6,52839.0
Uttar Pradesh,2016,173.9,67.73,14.39,111931.0
Uttar Pradesh,2016,186.57,72.23,15.52,113389.0
Uttar Pradesh,2016,171.8,66.95,14.21,136817.0
Uttar Pradesh,2016,185.51,72.32,15.34,111166.0
Uttar Pradesh,2016,132.38,52.52,10.76,26285.0
Uttar Pradesh,2016,156.69,61.62,12.84,72777.0
Uttar Pradesh,2016,151.86,59.07,12.58,64536.0
Uttar Pradesh,2016,182.62,71.42,15.05,118546.0
Uttar Pradesh,2016,179.34,70.31,14.75,111568.0
Uttar Pradesh,2016,201.7,78.58,16.68,144201.0
Uttar Pradesh,2016,179.11,70.16,14.74,93307.0
Uttar Pradesh,2016,187.9,73.2,15.54,137694.0
Uttar Pradesh,2016,170.23,66.01,14.14,113915.0
Uttar Pradesh,2016,191.7,73.26,16.15,73728.0
Uttar Pradesh,2016,143.95,56.04,11.92,48422.0
Uttar Pradesh,2016,194.39,76.29,15.97,75732.0
Uttar Pradesh,2017,654.6,199.7,34.43,101425.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,88023.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,176763.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,110492.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,215325.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,111342.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,208699.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,121288.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,104764.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,83288.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,99150.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,104008.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,151213.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,60602.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,33293.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,60205.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,135687.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,98412.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,177500.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,73174.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,161407.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,117916.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,53189.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,55493.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,52791.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,119494.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,106894.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,68280.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,68261.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,53039.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,154113.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,91312.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,128307.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,114763.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,31411.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,59005.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,109801.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,127943.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,132757.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,65555.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,90305.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,87561.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,117427.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,72497.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,45068.0
Uttar Pradesh,2017,-1.0,-1.0,-1.0,77930.0
Uttarakhand,1966,8.82,1.39,0.24,1847.0
Uttarakhand,1966,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1966,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1966,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1966,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1966,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1966,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1966,4.08,0.63,0.29,278.0
Uttarakhand,1967,6.33,5.75,0.55,2232.0
Uttarakhand,1967,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1967,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1967,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1967,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1967,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1967,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1967,0.45,2.66,1.85,274.0
Uttarakhand,1968,20.8,15.88,5.06,7420.0
Uttarakhand,1968,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1968,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1968,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1968,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1968,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1968,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1968,10.9,3.09,1.85,866.0
Uttarakhand,1969,39.8,12.05,6.99,10552.0
Uttarakhand,1969,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1969,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1969,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1969,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1969,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1969,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1969,19.65,4.51,2.26,1440.0
Uttarakhand,1970,41.72,9.95,5.46,9986.0
Uttarakhand,1970,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1970,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1970,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1970,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1970,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1970,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1970,13.57,4.13,2.3,1114.0
Uttarakhand,1971,52.61,13.82,9.13,12710.0
Uttarakhand,1971,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1971,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1971,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1971,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1971,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1971,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1971,20.94,5.2,5.11,1725.0
Uttarakhand,1972,54.76,14.39,9.5,12710.0
Uttarakhand,1972,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1972,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1972,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1972,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1972,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1972,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1972,21.13,5.25,5.16,1725.0
Uttarakhand,1973,43.29,10.79,9.32,11324.0
Uttarakhand,1973,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1973,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1973,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1973,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1973,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1973,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1973,24.11,6.26,3.43,1835.0
Uttarakhand,1974,42.44,8.84,8.37,11670.0
Uttarakhand,1974,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1974,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1974,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1974,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1974,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1974,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1974,20.98,3.54,2.85,1478.0
Uttarakhand,1975,46.8,9.43,10.84,13387.0
Uttarakhand,1975,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1975,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1975,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1975,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1975,-1.0,-1.0,-1.0,-1.0
Uttarakhand,1975,-1.0,-1.0,-1.0,-1.0
