State,Year,Fertilizer_N,Fertilizer_P,Fertilizer_K,Fertilizer_Total
Andhra Pradesh,1966,11.1,3.54,0.0,7072.0
Andhra Pradesh,1966,7.54,3.35,0.0,4657.0
Andhra Pradesh,1966,29.14,12.94,0.0,16979.0
Andhra Pradesh,1966,-1.0,-1.0,-1.0,-1.0
Andhra Pradesh,1966,20.14,10.17,0.0,14994.0
Andhra Pradesh,1966,14.12,6.39,0.0,18848.0
Andhra Pradesh,1966,5.47,1.51,0.0,4538.0
Andhra Pradesh,1966,4.0,0.96,0.0,5356.0
Andhra Pradesh,1966,2.87,0.28,0.0,3004.0
Andhra Pradesh,1966,5.13,0.49,0.0,2356.0
Andhra Pradesh,1966,9.88,0.6,0.0,4818.0
Andhra Pradesh,1967,7.26,1.04,0.46,4360.0
Andhra Pradesh,1967,6.91,1.64,0.81,3927.0
Andhra Pradesh,1967,34.01,8.86,3.0,19221.0
Andhra Pradesh,1967,-1.0,-1.0,-1.0,-1.0
Andhra Pradesh,1967,43.59,15.23,1.99,30182.0
Andhra Pradesh,1967,25.47,6.91,2.22,30712.0
Andhra Pradesh,1967,12.5,1.85,1.26,9840.0
Andhra Pradesh,1967,8.1,3.88,0.86,14431.0
Andhra Pradesh,1967,6.89,1.14,0.03,7344.0
Andhra Pradesh,1967,12.4,2.57,0.37,6553.0
Andhra Pradesh,1967,12.61,3.94,0.27,7394.0
Andhra Pradesh,1968,7.21,0.7,0.0,3549.0
Andhra Pradesh,1968,7.61,1.18,0.0,3542.0
Andhra Pradesh,1968,52.98,9.82,0.13,23895.0
Andhra Pradesh,1968,76.56,20.02,2.5,39794.0
Andhra Pradesh,1968,59.28,17.93,0.12,38359.0
Andhra Pradesh,1968,35.14,11.97,0.22,41246.0
Andhra Pradesh,1968,11.89,3.27,0.0,8908.0
Andhra Pradesh,1968,18.46,7.57,0.03,28625.0
Andhra Pradesh,1968,5.85,0.89,0.0,5746.0
Andhra Pradesh,1968,35.97,5.0,0.0,17966.0
Andhra Pradesh,1968,10.62,3.17,0.0,5920.0
Andhra Pradesh,1969,9.48,1.17,0.01,5203.0
Andhra Pradesh,1969,8.29,1.88,0.01,4760.0
Andhra Pradesh,1969,44.02,14.54,0.32,24160.0
Andhra Pradesh,1969,81.4,13.73,2.67,41519.0
Andhra Pradesh,1969,67.63,16.72,0.97,43290.0
Andhra Pradesh,1969,43.68,11.28,0.15,50404.0
Andhra Pradesh,1969,11.23,4.04,0.48,9926.0
Andhra Pradesh,1969,12.0,6.92,0.38,21567.0
Andhra Pradesh,1969,6.96,0.91,0.06,6713.0
Andhra Pradesh,1969,12.38,4.69,0.45,8003.0
Andhra Pradesh,1969,9.91,4.37,0.4,6658.0
Andhra Pradesh,1970,11.98,1.21,0.25,6686.0
Andhra Pradesh,1970,12.75,3.47,0.06,7404.0
Andhra Pradesh,1970,32.13,8.42,2.16,17813.0
Andhra Pradesh,1970,46.69,13.09,4.71,27139.0
Andhra Pradesh,1970,33.67,14.38,3.8,25665.0
Andhra Pradesh,1970,46.26,12.27,5.12,56584.0
Andhra Pradesh,1970,29.13,6.52,2.81,22475.0
Andhra Pradesh,1970,15.38,7.71,1.52,27953.0
Andhra Pradesh,1970,3.18,0.93,0.16,4188.0
Andhra Pradesh,1970,13.07,6.6,0.81,8916.0
Andhra Pradesh,1970,12.47,4.87,0.67,8532.0
Andhra Pradesh,1971,10.38,1.53,0.0,5786.0
Andhra Pradesh,1971,10.61,2.61,0.05,5868.0
Andhra Pradesh,1971,36.28,18.47,0.51,23134.0
Andhra Pradesh,1971,56.1,19.68,1.79,29876.0
Andhra Pradesh,1971,43.57,19.45,1.07,31426.0
Andhra Pradesh,1971,35.06,17.38,1.37,46313.0
Andhra Pradesh,1971,17.09,6.96,1.06,14483.0
Andhra Pradesh,1971,9.6,2.44,0.11,13299.0
Andhra Pradesh,1971,3.46,7.05,1.12,10437.0
Andhra Pradesh,1971,17.81,6.46,0.81,10603.0
Andhra Pradesh,1971,7.84,3.91,0.62,6040.0
Andhra Pradesh,1972,11.56,2.7,0.1,6731.0
Andhra Pradesh,1972,8.12,2.24,0.16,4364.0
Andhra Pradesh,1972,47.74,12.39,2.73,24169.0
Andhra Pradesh,1972,56.16,19.7,1.79,29876.0
Andhra Pradesh,1972,40.62,21.47,4.17,32441.0
Andhra Pradesh,1972,29.78,17.42,2.88,39788.0
Andhra Pradesh,1972,15.12,7.53,2.35,13338.0
Andhra Pradesh,1972,10.93,2.7,2.03,17469.0
Andhra Pradesh,1972,2.48,1.09,0.65,3902.0
Andhra Pradesh,1972,12.96,6.99,2.08,9254.0
Andhra Pradesh,1972,15.59,5.21,0.58,10163.0
Andhra Pradesh,1973,12.98,4.16,0.44,8456.0
Andhra Pradesh,1973,17.13,3.47,0.38,7424.0
Andhra Pradesh,1973,42.35,15.25,2.34,24007.0
Andhra Pradesh,1973,37.68,14.83,2.73,23113.0
Andhra Pradesh,1973,24.44,12.17,3.45,20460.0
Andhra Pradesh,1973,22.57,4.11,4.18,28025.0
Andhra Pradesh,1973,16.0,6.94,3.39,15858.0
Andhra Pradesh,1973,11.34,6.58,2.27,22507.0
Andhra Pradesh,1973,3.49,1.3,0.61,5177.0
Andhra Pradesh,1973,15.6,6.52,2.34,10515.0
Andhra Pradesh,1973,13.72,5.67,2.52,10675.0
Andhra Pradesh,1974,14.72,5.45,1.08,9545.0
Andhra Pradesh,1974,12.1,5.54,2.08,7570.0
Andhra Pradesh,1974,21.01,4.16,2.1,11396.0
Andhra Pradesh,1974,55.0,17.42,6.16,32995.0
Andhra Pradesh,1974,20.0,7.02,4.3,16455.0
Andhra Pradesh,1974,35.48,7.9,3.9,43400.0
Andhra Pradesh,1974,16.77,6.37,3.7,16291.0
Andhra Pradesh,1974,11.29,3.7,2.59,19470.0
Andhra Pradesh,1974,5.53,0.66,0.8,6586.0
Andhra Pradesh,1974,13.54,4.21,1.59,8171.0
Andhra Pradesh,1974,15.42,3.45,1.49,10141.0
Andhra Pradesh,1975,17.37,2.33,0.57,10068.0
Andhra Pradesh,1975,17.25,1.34,0.28,8200.0
Andhra Pradesh,1975,55.97,9.69,4.18,28889.0
Andhra Pradesh,1975,60.17,10.17,3.61,30563.0
Andhra Pradesh,1975,42.26,8.51,1.84,26389.0
Andhra Pradesh,1975,48.41,12.32,4.21,59612.0
Andhra Pradesh,1975,22.59,4.53,2.15,17212.0
Andhra Pradesh,1975,11.54,4.59,1.41,18555.0
Andhra Pradesh,1975,5.14,0.91,0.58,6261.0
Andhra Pradesh,1975,11.89,3.74,0.87,6623.0
Andhra Pradesh,1975,16.49,3.33,1.25,10584.0
Andhra Pradesh,1976,16.97,3.35,0.41,10225.0
Andhra Pradesh,1976,22.89,2.58,0.49,10093.0
Andhra Pradesh,1976,63.46,7.96,3.58,30909.0
Andhra Pradesh,1976,46.31,11.36,3.93,25285.0
Andhra Pradesh,1976,57.89,21.1,5.48,41568.0
Andhra Pradesh,1976,57.18,16.2,6.57,71506.0
Andhra Pradesh,1976,27.96,7.09,3.03,22118.0
Andhra Pradesh,1976,17.9,7.56,1.78,25045.0
Andhra Pradesh,1976,7.31,1.68,0.56,7022.0
Andhra Pradesh,1976,22.09,5.82,1.1,11583.0
Andhra Pradesh,1976,15.61,4.04,1.43,10250.0
Andhra Pradesh,1977,21.49,3.98,0.26,12476.0
Andhra Pradesh,1977,30.96,3.98,0.31,14311.0
Andhra Pradesh,1977,57.72,15.25,3.62,30358.0
Andhra Pradesh,1977,78.52,30.73,6.39,47123.0
Andhra Pradesh,1977,65.74,27.58,7.11,49709.0
Andhra Pradesh,1977,76.71,36.58,12.53,110691.0
Andhra Pradesh,1977,33.06,10.15,4.06,26440.0
Andhra Pradesh,1977,24.17,14.18,3.99,44093.0
Andhra Pradesh,1977,7.06,2.98,1.23,10388.0
Andhra Pradesh,1977,15.99,6.38,0.97,9403.0
Andhra Pradesh,1977,23.43,8.23,3.45,17126.0
Andhra Pradesh,1978,22.39,3.22,0.15,12550.0
Andhra Pradesh,1978,25.69,4.36,0.39,12574.0
Andhra Pradesh,1978,103.81,22.61,8.12,55082.0
Andhra Pradesh,1978,96.65,35.56,5.83,58295.0
Andhra Pradesh,1978,52.04,15.63,5.82,37225.0
Andhra Pradesh,1978,62.27,22.02,9.21,82991.0
Andhra Pradesh,1978,27.85,5.65,3.33,21580.0
Andhra Pradesh,1978,26.66,10.89,3.57,43109.0
Andhra Pradesh,1978,10.46,4.15,3.35,16295.0
Andhra Pradesh,1978,28.8,10.39,1.79,16859.0
Andhra Pradesh,1978,24.03,7.98,4.75,18410.0
Andhra Pradesh,1979,27.48,3.29,0.24,14544.0
Andhra Pradesh,1979,17.46,2.83,0.2,8931.0
Andhra Pradesh,1979,92.76,21.61,5.32,43328.0
Andhra Pradesh,1979,122.8,49.43,16.89,68689.0
Andhra Pradesh,1979,87.65,32.95,10.49,62136.0
Andhra Pradesh,1979,57.69,18.28,6.22,68133.0
Andhra Pradesh,1979,24.06,6.02,2.61,18375.0
Andhra Pradesh,1979,19.97,9.72,3.36,33715.0
Andhra Pradesh,1979,6.97,3.12,1.73,10365.0
Andhra Pradesh,1979,27.49,10.94,3.01,16413.0
Andhra Pradesh,1979,25.47,6.56,5.12,18018.0
Andhra Pradesh,1980,27.94,2.82,0.44,14913.0
Andhra Pradesh,1980,15.7,3.83,0.52,8803.0
Andhra Pradesh,1980,72.71,14.14,5.82,38459.0
Andhra Pradesh,1980,98.12,38.72,13.08,64226.0
Andhra Pradesh,1980,66.68,18.31,9.19,47941.0
Andhra Pradesh,1980,71.91,21.93,7.97,88475.0
Andhra Pradesh,1980,27.1,6.29,4.07,20752.0
Andhra Pradesh,1980,22.29,10.96,3.68,33348.0
Andhra Pradesh,1980,6.92,3.16,2.07,10161.0
Andhra Pradesh,1980,35.05,12.69,3.5,17630.0
Andhra Pradesh,1980,20.68,6.36,2.51,12946.0
Andhra Pradesh,1981,36.87,5.46,0.32,20345.0
Andhra Pradesh,1981,21.92,6.11,0.32,12130.0
Andhra Pradesh,1981,76.11,21.61,6.15,44350.0
Andhra Pradesh,1981,79.5,31.12,8.95,50875.0
Andhra Pradesh,1981,70.48,28.62,7.04,53385.0
Andhra Pradesh,1981,67.31,29.7,12.28,96172.0
Andhra Pradesh,1981,48.94,20.49,6.78,44656.0
Andhra Pradesh,1981,28.36,12.44,6.53,48849.0
Andhra Pradesh,1981,13.78,4.71,2.21,19642.0
Andhra Pradesh,1981,44.24,12.89,4.43,24503.0
Andhra Pradesh,1981,35.86,7.33,3.88,22732.0
Andhra Pradesh,1982,44.54,4.62,0.26,22309.0
Andhra Pradesh,1982,28.5,3.97,0.45,13453.0
Andhra Pradesh,1982,93.74,14.45,10.04,48424.0
Andhra Pradesh,1982,89.44,29.01,13.84,56080.0
Andhra Pradesh,1982,85.81,26.47,11.8,62223.0
Andhra Pradesh,1982,111.09,40.35,11.69,140936.0
Andhra Pradesh,1982,37.83,12.79,10.34,33199.0
Andhra Pradesh,1982,34.62,16.05,10.11,61892.0
Andhra Pradesh,1982,8.04,3.59,2.27,12298.0
Andhra Pradesh,1982,31.67,12.66,4.07,18444.0
Andhra Pradesh,1982,22.04,9.99,4.95,15469.0
Andhra Pradesh,1983,36.76,7.8,0.26,21180.0
Andhra Pradesh,1983,27.0,4.9,0.28,14177.0
Andhra Pradesh,1983,110.58,26.23,11.0,64727.0
Andhra Pradesh,1983,175.37,67.61,23.23,114922.0
Andhra Pradesh,1983,87.32,27.97,11.58,64942.0
Andhra Pradesh,1983,78.95,37.61,14.68,119556.0
Andhra Pradesh,1983,72.45,24.98,11.91,66229.0
Andhra Pradesh,1983,29.58,15.31,5.78,50668.0
Andhra Pradesh,1983,8.27,4.33,1.56,13074.0
Andhra Pradesh,1983,28.78,9.96,2.95,17245.0
Andhra Pradesh,1983,25.79,8.34,3.34,18286.0
Andhra Pradesh,1984,40.77,10.57,0.37,24109.0
Andhra Pradesh,1984,30.63,6.44,0.48,15955.0
Andhra Pradesh,1984,107.61,34.28,11.6,57528.0
Andhra Pradesh,1984,210.97,69.22,21.92,122261.0
Andhra Pradesh,1984,123.7,42.66,13.85,85329.0
Andhra Pradesh,1984,128.68,58.98,26.13,186406.0
Andhra Pradesh,1984,98.0,32.7,13.75,81093.0
Andhra Pradesh,1984,28.58,16.16,5.91,46774.0
Andhra Pradesh,1984,6.49,5.28,1.79,11555.0
Andhra Pradesh,1984,39.17,19.85,5.28,22657.0
Andhra Pradesh,1984,34.11,12.73,7.17,25286.0
Andhra Pradesh,1985,45.06,13.98,0.56,28204.0
Andhra Pradesh,1985,34.39,9.88,0.97,18788.0
Andhra Pradesh,1985,74.64,16.56,6.66,37675.0
Andhra Pradesh,1985,225.37,92.26,27.96,143626.0
Andhra Pradesh,1985,140.44,42.64,13.52,97142.0
Andhra Pradesh,1985,99.29,55.13,19.66,150505.0
Andhra Pradesh,1985,79.89,31.84,18.18,70309.0
Andhra Pradesh,1985,24.92,14.9,6.39,44141.0
Andhra Pradesh,1985,6.06,5.1,1.84,10351.0
Andhra Pradesh,1985,30.33,17.34,4.95,20276.0
Andhra Pradesh,1985,34.15,15.92,6.05,26461.0
Andhra Pradesh,1986,52.8,12.47,0.4,31397.0
Andhra Pradesh,1986,33.41,6.83,1.21,18968.0
Andhra Pradesh,1986,122.24,35.92,15.23,71400.0
Andhra Pradesh,1986,216.11,93.4,29.13,141415.0
Andhra Pradesh,1986,146.99,70.46,25.21,115677.0
Andhra Pradesh,1986,82.38,36.56,13.04,113602.0
Andhra Pradesh,1986,89.38,29.24,15.71,70951.0
Andhra Pradesh,1986,19.51,11.85,5.06,33786.0
Andhra Pradesh,1986,6.39,3.45,1.32,8572.0
Andhra Pradesh,1986,28.85,15.89,5.01,17321.0
Andhra Pradesh,1986,38.08,20.91,7.03,25063.0
Andhra Pradesh,1987,55.36,14.95,0.78,23197.0
Andhra Pradesh,1987,32.34,8.09,0.43,14599.0
Andhra Pradesh,1987,81.63,23.6,12.91,49689.0
Andhra Pradesh,1987,230.37,103.35,35.71,149175.0
Andhra Pradesh,1987,180.17,66.42,16.51,119633.0
Andhra Pradesh,1987,90.57,34.33,11.26,114358.0
Andhra Pradesh,1987,84.26,25.23,11.86,65699.0
Andhra Pradesh,1987,37.02,23.36,7.75,68429.0
Andhra Pradesh,1987,8.56,5.05,2.88,14739.0
Andhra Pradesh,1987,42.87,21.42,5.96,27063.0
Andhra Pradesh,1987,28.94,15.34,6.22,22080.0
Andhra Pradesh,1988,68.61,13.53,1.69,40280.0
Andhra Pradesh,1988,47.25,8.14,1.98,26596.0
Andhra Pradesh,1988,139.51,30.68,15.19,82309.0
Andhra Pradesh,1988,288.72,89.97,36.06,183318.0
Andhra Pradesh,1988,180.95,77.91,18.17,136018.0
Andhra Pradesh,1988,140.36,57.43,21.55,193763.0
Andhra Pradesh,1988,105.68,28.89,15.51,84209.0
Andhra Pradesh,1988,32.89,19.57,6.37,54572.0
Andhra Pradesh,1988,21.27,13.11,5.63,40889.0
Andhra Pradesh,1988,57.29,25.94,7.15,35613.0
Andhra Pradesh,1988,55.81,20.25,9.98,41639.0
Andhra Pradesh,1989,62.37,18.98,1.56,41002.0
Andhra Pradesh,1989,77.94,14.57,2.52,44997.0
Andhra Pradesh,1989,226.54,60.51,18.53,135982.0
Andhra Pradesh,1989,238.03,91.11,37.25,165975.0
Andhra Pradesh,1989,190.45,79.6,25.41,147140.0
Andhra Pradesh,1989,171.37,70.85,21.92,232805.0
Andhra Pradesh,1989,116.59,34.56,17.45,89376.0
Andhra Pradesh,1989,40.52,24.61,7.18,70686.0
Andhra Pradesh,1989,24.84,16.36,6.03,47894.0
Andhra Pradesh,1989,71.57,31.11,6.08,40346.0
Andhra Pradesh,1989,49.63,18.81,8.4,36424.0
Andhra Pradesh,1990,62.63,18.79,2.79,41683.0
Andhra Pradesh,1990,71.98,13.43,2.67,44807.0
Andhra Pradesh,1990,237.12,47.41,17.71,134438.0
Andhra Pradesh,1990,247.2,85.59,41.18,165897.0
Andhra Pradesh,1990,177.19,75.62,26.04,139776.0
Andhra Pradesh,1990,156.56,62.31,25.37,216195.0
Andhra Pradesh,1990,125.44,41.72,17.42,101930.0
Andhra Pradesh,1990,46.31,29.52,8.83,85219.0
Andhra Pradesh,1990,25.8,17.41,6.99,48337.0
Andhra Pradesh,1990,86.34,41.87,13.29,54095.0
Andhra Pradesh,1990,47.78,20.67,6.8,35615.0
Andhra Pradesh,1991,74.92,18.58,5.25,48375.0
Andhra Pradesh,1991,58.0,12.96,4.14,37168.0
Andhra Pradesh,1991,156.77,46.39,25.23,98350.0
Andhra Pradesh,1991,233.24,92.11,36.92,159905.0
Andhra Pradesh,1991,180.25,82.17,28.11,146156.0
Andhra Pradesh,1991,133.87,68.03,19.68,196716.0
Andhra Pradesh,1991,127.19,49.04,17.88,109071.0
Andhra Pradesh,1991,51.88,35.15,10.12,96532.0
Andhra Pradesh,1991,24.47,17.96,6.06,46840.0
Andhra Pradesh,1991,75.26,49.7,12.84,56040.0
Andhra Pradesh,1991,50.2,27.16,9.08,42815.0
Andhra Pradesh,1992,75.6,18.72,3.38,48941.0
Andhra Pradesh,1992,64.33,15.42,3.06,42540.0
Andhra Pradesh,1992,169.98,54.39,18.18,108034.0
Andhra Pradesh,1992,228.52,78.02,22.81,144960.0
Andhra Pradesh,1992,209.84,74.95,20.7,145920.0
Andhra Pradesh,1992,134.35,54.57,9.68,171951.0
Andhra Pradesh,1992,144.47,50.29,9.7,108204.0
Andhra Pradesh,1992,54.49,35.46,6.89,96403.0
Andhra Pradesh,1992,24.57,16.57,3.76,43820.0
Andhra Pradesh,1992,79.65,38.54,6.97,45799.0
Andhra Pradesh,1992,53.81,22.37,5.85,37937.0
Andhra Pradesh,1993,94.52,15.51,4.19,53171.0
Andhra Pradesh,1993,67.51,7.57,2.49,36882.0
Andhra Pradesh,1993,185.61,47.24,23.55,106917.0
Andhra Pradesh,1993,252.54,88.29,31.64,153086.0
Andhra Pradesh,1993,216.86,80.77,19.45,147120.0
Andhra Pradesh,1993,143.63,55.53,9.78,183839.0
Andhra Pradesh,1993,128.94,34.44,8.31,90771.0
Andhra Pradesh,1993,63.79,35.1,7.71,106328.0
Andhra Pradesh,1993,25.92,12.92,3.69,41168.0
Andhra Pradesh,1993,81.59,32.32,6.73,49220.0
Andhra Pradesh,1993,58.68,15.96,7.41,40369.0
Andhra Pradesh,1994,80.48,14.12,4.76,48742.0
Andhra Pradesh,1994,64.49,6.7,2.86,37283.0
Andhra Pradesh,1994,196.09,49.02,25.24,118414.0
Andhra Pradesh,1994,253.71,90.68,34.86,167628.0
Andhra Pradesh,1994,216.08,84.8,22.7,154028.0
Andhra Pradesh,1994,154.79,54.95,15.91,195557.0
Andhra Pradesh,1994,131.67,38.87,13.57,95902.0
Andhra Pradesh,1994,60.63,35.37,11.98,104043.0
Andhra Pradesh,1994,28.38,14.7,5.61,44892.0
Andhra Pradesh,1994,83.84,33.05,7.99,47954.0
Andhra Pradesh,1994,67.88,17.74,10.34,45485.0
Andhra Pradesh,1995,77.41,13.58,4.58,48742.0
Andhra Pradesh,1995,61.04,6.34,2.71,37283.0
Andhra Pradesh,1995,187.53,46.88,24.14,118414.0
Andhra Pradesh,1995,250.31,89.47,34.39,167628.0
Andhra Pradesh,1995,221.67,86.99,23.29,154028.0
Andhra Pradesh,1995,156.71,55.63,16.11,195557.0
Andhra Pradesh,1995,134.99,39.85,13.92,95902.0
Andhra Pradesh,1995,57.79,33.71,11.42,104043.0
Andhra Pradesh,1995,26.86,13.92,5.31,44892.0
Andhra Pradesh,1995,82.76,32.62,7.89,47954.0
Andhra Pradesh,1995,65.8,17.19,10.02,45485.0
Andhra Pradesh,1996,79.63,20.19,4.11,49413.0
Andhra Pradesh,1996,64.52,10.63,8.81,43537.0
Andhra Pradesh,1996,187.43,46.65,33.54,122300.0
Andhra Pradesh,1996,239.76,88.85,39.79,165777.0
Andhra Pradesh,1996,227.33,81.08,44.18,167479.0
Andhra Pradesh,1996,145.32,48.94,12.45,183482.0
Andhra Pradesh,1996,121.54,37.74,9.35,92744.0
Andhra Pradesh,1996,68.84,38.5,12.15,118817.0
Andhra Pradesh,1996,25.54,13.71,5.89,45321.0
Andhra Pradesh,1996,85.56,40.31,11.18,55094.0
Andhra Pradesh,1996,55.85,18.24,9.99,43888.0
Andhra Pradesh,1997,70.41,17.05,6.38,44249.0
Andhra Pradesh,1997,65.09,9.59,3.41,37370.0
Andhra Pradesh,1997,209.99,59.33,22.62,116194.0
Andhra Pradesh,1997,231.55,107.5,33.77,161054.0
Andhra Pradesh,1997,236.64,93.84,41.45,169230.0
Andhra Pradesh,1997,148.64,57.12,15.51,185168.0
Andhra Pradesh,1997,135.07,51.53,15.31,100663.0
Andhra Pradesh,1997,75.39,40.24,11.73,115961.0
Andhra Pradesh,1997,33.22,18.2,6.19,53742.0
Andhra Pradesh,1997,101.78,48.08,12.22,56565.0
Andhra Pradesh,1997,61.23,19.28,9.34,41507.0
Andhra Pradesh,1998,82.56,22.64,6.43,54311.0
Andhra Pradesh,1998,64.08,11.71,3.27,41073.0
Andhra Pradesh,1998,201.36,61.68,32.21,133456.0
Andhra Pradesh,1998,215.59,118.85,51.6,167930.0
Andhra Pradesh,1998,236.96,112.41,39.82,186418.0
Andhra Pradesh,1998,159.58,72.79,21.79,226526.0
Andhra Pradesh,1998,143.82,63.08,21.0,120990.0
Andhra Pradesh,1998,75.43,50.35,12.64,136871.0
Andhra Pradesh,1998,26.73,17.27,5.47,50064.0
Andhra Pradesh,1998,85.8,43.29,10.7,56053.0
Andhra Pradesh,1998,62.96,23.35,11.79,46794.0
Andhra Pradesh,1999,83.93,23.02,6.54,54311.0
Andhra Pradesh,1999,67.91,12.41,3.47,41073.0
Andhra Pradesh,1999,209.57,64.2,33.52,133456.0
Andhra Pradesh,1999,209.96,115.75,50.25,167930.0
Andhra Pradesh,1999,237.88,112.85,39.97,186418.0
Andhra Pradesh,1999,161.66,73.74,22.07,226526.0
Andhra Pradesh,1999,154.25,67.65,22.52,120990.0
Andhra Pradesh,1999,79.78,53.25,13.37,136871.0
Andhra Pradesh,1999,27.71,17.9,5.67,50064.0
Andhra Pradesh,1999,91.99,46.41,11.47,56053.0
Andhra Pradesh,1999,71.09,26.37,13.31,46794.0
Andhra Pradesh,2000,82.67,23.85,8.8,56733.0
Andhra Pradesh,2000,64.3,13.87,5.24,42775.0
Andhra Pradesh,2000,223.06,87.11,43.98,155762.0
Andhra Pradesh,2000,274.2,145.89,48.6,202886.0
Andhra Pradesh,2000,220.67,112.33,72.71,192036.0
Andhra Pradesh,2000,148.01,68.97,21.08,218116.0
Andhra Pradesh,2000,135.94,54.22,19.06,111262.0
Andhra Pradesh,2000,87.17,54.14,15.93,156482.0
Andhra Pradesh,2000,31.25,18.75,8.12,61290.0
Andhra Pradesh,2000,83.64,43.11,12.15,55811.0
Andhra Pradesh,2000,72.34,23.78,15.0,48075.0
Andhra Pradesh,2001,82.24,24.0,10.11,52182.0
Andhra Pradesh,2001,63.41,13.44,12.01,41101.0
Andhra Pradesh,2001,194.71,101.93,61.87,146987.0
Andhra Pradesh,2001,234.89,130.51,52.69,171002.0
Andhra Pradesh,2001,205.32,101.38,95.37,177713.0
Andhra Pradesh,2001,151.62,74.9,20.93,214143.0
Andhra Pradesh,2001,133.14,60.23,16.83,112287.0
Andhra Pradesh,2001,84.78,52.61,16.85,139645.0
Andhra Pradesh,2001,32.01,20.84,11.27,67064.0
Andhra Pradesh,2001,81.54,48.02,11.31,54236.0
Andhra Pradesh,2001,72.12,26.01,13.7,46858.0
Andhra Pradesh,2002,75.4,23.9,9.26,44893.0
Andhra Pradesh,2002,57.51,10.57,10.79,33325.0
Andhra Pradesh,2002,197.87,63.96,60.14,118808.0
Andhra Pradesh,2002,236.08,113.68,64.28,167271.0
Andhra Pradesh,2002,180.53,79.51,64.0,140636.0
Andhra Pradesh,2002,124.33,60.54,21.55,160608.0
Andhra Pradesh,2002,126.53,52.49,19.82,105022.0
Andhra Pradesh,2002,72.2,45.4,16.41,124866.0
Andhra Pradesh,2002,32.01,21.72,13.08,67351.0
Andhra Pradesh,2002,76.73,50.51,17.96,49804.0
Andhra Pradesh,2002,78.18,28.94,18.29,40634.0
Andhra Pradesh,2003,83.68,26.99,11.86,55358.0
Andhra Pradesh,2003,66.35,14.96,13.76,42565.0
Andhra Pradesh,2003,195.73,69.8,65.38,141823.0
Andhra Pradesh,2003,248.49,111.84,78.92,196758.0
Andhra Pradesh,2003,189.04,82.19,55.53,154301.0
Andhra Pradesh,2003,133.02,65.38,26.16,189914.0
Andhra Pradesh,2003,111.19,48.25,17.23,90759.0
Andhra Pradesh,2003,68.36,46.38,16.97,126406.0
Andhra Pradesh,2003,25.6,16.75,11.37,51811.0
Andhra Pradesh,2003,62.21,37.19,14.43,42571.0
Andhra Pradesh,2003,61.73,25.3,16.11,36270.0
Andhra Pradesh,2004,83.86,27.79,11.5,57747.0
Andhra Pradesh,2004,69.06,16.85,9.41,45010.0
Andhra Pradesh,2004,211.08,75.88,67.45,148390.0
Andhra Pradesh,2004,251.72,119.68,101.11,221747.0
Andhra Pradesh,2004,178.21,83.48,60.25,158841.0
Andhra Pradesh,2004,153.06,81.72,33.2,237440.0
Andhra Pradesh,2004,127.09,58.77,25.09,119155.0
Andhra Pradesh,2004,82.36,62.57,20.2,159702.0
Andhra Pradesh,2004,25.89,20.89,10.62,61486.0
Andhra Pradesh,2004,64.22,39.86,15.2,49994.0
Andhra Pradesh,2004,64.24,28.14,20.51,45582.0
Andhra Pradesh,2005,93.26,29.17,14.0,57448.0
Andhra Pradesh,2005,78.51,17.89,12.58,46971.0
Andhra Pradesh,2005,238.21,83.23,63.71,157945.0
Andhra Pradesh,2005,311.56,144.08,91.68,241746.0
Andhra Pradesh,2005,253.92,120.57,87.16,214399.0
Andhra Pradesh,2005,180.16,90.4,37.37,274419.0
Andhra Pradesh,2005,155.42,75.77,28.1,146959.0
Andhra Pradesh,2005,103.47,69.13,26.06,195549.0
Andhra Pradesh,2005,31.47,25.47,14.58,78934.0
Andhra Pradesh,2005,73.7,48.84,16.78,56455.0
Andhra Pradesh,2005,81.05,26.76,17.8,52133.0
Andhra Pradesh,2006,93.75,26.97,16.06,65354.0
Andhra Pradesh,2006,84.08,20.12,13.63,54175.0
Andhra Pradesh,2006,212.62,85.05,49.79,145283.0
Andhra Pradesh,2006,298.01,141.72,78.65,224110.0
Andhra Pradesh,2006,226.05,114.25,87.24,197961.0
Andhra Pradesh,2006,194.5,109.29,39.33,291354.0
Andhra Pradesh,2006,179.39,85.44,28.15,157844.0
Andhra Pradesh,2006,97.39,69.97,20.0,177849.0
Andhra Pradesh,2006,35.2,25.17,15.76,70292.0
Andhra Pradesh,2006,84.31,49.52,21.6,48683.0
Andhra Pradesh,2006,96.62,33.36,19.27,47563.0
Andhra Pradesh,2007,87.03,26.28,17.63,64004.0
Andhra Pradesh,2007,69.38,19.29,14.44,48838.0
Andhra Pradesh,2007,206.38,88.41,67.7,158749.0
Andhra Pradesh,2007,305.6,147.91,113.34,250288.0
Andhra Pradesh,2007,226.03,109.24,68.82,192457.0
Andhra Pradesh,2007,197.52,100.38,46.6,317422.0
Andhra Pradesh,2007,161.65,76.21,37.79,162789.0
Andhra Pradesh,2007,102.27,67.26,32.22,201146.0
Andhra Pradesh,2007,39.0,22.28,15.38,85389.0
Andhra Pradesh,2007,80.94,43.89,35.13,62771.0
Andhra Pradesh,2007,96.09,26.27,20.06,52008.0
Andhra Pradesh,2008,95.55,29.42,28.79,72641.0
Andhra Pradesh,2008,73.15,18.46,19.17,50823.0
Andhra Pradesh,2008,234.57,109.15,77.72,179857.0
