State,Year,Crop,Yield,Rainfall_x,Pesticides,Fertilizer_Total,Rainfall_y,Pesticides_total_country
Assam,2001,Sweet potato,3.3269565220000006,1824.7,2169.18,15295.1,2178.4,87442.0
Assam,2001,Tapioca,4.384347826,1824.7,755.04,15295.1,2178.4,87442.0
Assam,2001,Tobacco,0.600434783,1824.7,310.7,15295.1,2178.4,87442.0
Assam,2001,Turmeric,0.672173913,1824.7,3071.12,15295.1,2178.4,87442.0
Assam,2001,Urad,0.55173913,1824.7,10864.1,15295.1,2178.4,87442.0
Assam,2001,Wheat,1.185217391,1824.7,18783.7,15295.1,2178.4,87442.0
Assam,2002,Arecanut,0.711304348,1973.6,18416.0,17490.1,2392.7,84966.0
Assam,2002,Arhar/Tur,0.710869565,1973.6,1753.25,17490.1,2392.7,84966.0
Assam,2002,Banana,13.776521739999998,1973.6,10657.75,17490.1,2392.7,84966.0
Assam,2002,Castor seed,0.42857142899999995,1973.6,394.25,17490.1,2392.7,84966.0
Assam,2002,Coconut ,6959.633043,1973.6,5229.75,17490.1,2392.7,84966.0
Assam,2002,Cotton(lint),0.422608696,1973.6,389.0,17490.1,2392.7,84966.0
Assam,2002,Dry chillies,0.637826087,1973.6,3721.25,17490.1,2392.7,84966.0
Assam,2002,Gram,0.515652174,1973.6,597.0,17490.1,2392.7,84966.0
Assam,2002,Jute,9.963478261,1973.6,16978.75,17490.1,2392.7,84966.0
Assam,2002,Linseed,0.508636364,1973.6,2429.25,17490.1,2392.7,84966.0
Assam,2002,Maize,0.606086957,1973.6,4953.0,17490.1,2392.7,84966.0
Assam,2002,Masoor,0.524761905,1973.6,4932.5,17490.1,2392.7,84966.0
Assam,2002,Mesta,4.652857143,1973.6,1283.25,17490.1,2392.7,84966.0
Assam,2002,Moong(Green Gram),0.45043478300000006,1973.6,1790.25,17490.1,2392.7,84966.0
Assam,2002,Niger seed,0.52,1973.6,2476.0,17490.1,2392.7,84966.0
Assam,2002,Onion,2.337826087,1973.6,1875.0,17490.1,2392.7,84966.0
Assam,2002,Other  Rabi pulses,0.512173913,1973.6,25416.25,17490.1,2392.7,84966.0
Assam,2002,Peas & beans (Pulses),0.585217391,1973.6,5769.25,17490.1,2392.7,84966.0
Assam,2002,Potato,7.566956522,1973.6,18871.5,17490.1,2392.7,84966.0
Assam,2002,Rapeseed &Mustard,0.47217391299999995,1973.6,65327.25,17490.1,2392.7,84966.0
Assam,2002,Rice,1.472173913,1973.6,211723.33333333334,17490.1,2392.7,84966.0
Assam,2002,Sesamum,0.49000000000000005,1973.6,3572.5,17490.1,2392.7,84966.0
Assam,2002,Small millets,0.489090909,1973.6,2077.5,17490.1,2392.7,84966.0
Assam,2002,Sugarcane,37.02130435,1973.6,6288.0,17490.1,2392.7,84966.0
Assam,2002,Sweet potato,3.405652174,1973.6,2060.75,17490.1,2392.7,84966.0
Assam,2002,Tapioca,4.415,1973.6,708.75,17490.1,2392.7,84966.0
Assam,2002,Tobacco,0.56,1973.6,276.0,17490.1,2392.7,84966.0
Assam,2002,Turmeric,0.669130435,1973.6,3016.5,17490.1,2392.7,84966.0
Assam,2002,Urad,0.498695652,1973.6,10095.25,17490.1,2392.7,84966.0
Assam,2002,Wheat,1.152272727,1973.6,17265.25,17490.1,2392.7,84966.0
Assam,2003,Arecanut,0.9791304349999999,2213.7,17760.24,18884.4,2434.1,123712.0
Assam,2003,Arhar/Tur,0.708695652,2213.7,1682.8800000000003,18884.4,2434.1,123712.0
Assam,2003,Banana,13.784782610000002,2213.7,10315.68,18884.4,2434.1,123712.0
Assam,2003,Castor seed,0.414285714,2213.7,358.32,18884.4,2434.1,123712.0
Assam,2003,Coconut ,6763.011739,2213.7,5114.16,18884.4,2434.1,123712.0
Assam,2003,Cotton(lint),0.443478261,2213.7,345.12,18884.4,2434.1,123712.0
Assam,2003,Dry chillies,0.633913043,2213.7,3553.9199999999996,18884.4,2434.1,123712.0
Assam,2003,Gram,0.518695652,2213.7,580.56,18884.4,2434.1,123712.0
Assam,2003,Jute,10.2626087,2213.7,15366.48,18884.4,2434.1,123712.0
Assam,2003,Linseed,0.524545455,2213.7,2304.96,18884.4,2434.1,123712.0
Assam,2003,Maize,0.607391304,2213.7,4696.56,18884.4,2434.1,123712.0
Assam,2003,Masoor,0.51,2213.7,5216.64,18884.4,2434.1,123712.0
Assam,2003,Mesta,4.419047619,2213.7,1300.8,18884.4,2434.1,123712.0
Assam,2003,Moong(Green Gram),0.44391304300000006,2213.7,1822.8,18884.4,2434.1,123712.0
Assam,2003,Niger seed,0.538333333,2213.7,2339.28,18884.4,2434.1,123712.0
Assam,2003,Onion,2.34173913,2213.7,1759.6799999999998,18884.4,2434.1,123712.0
Assam,2003,Peas & beans (Pulses),0.586956522,2213.7,6031.92,18884.4,2434.1,123712.0
Assam,2003,Potato,6.471304348000001,2213.7,18694.56,18884.4,2434.1,123712.0
Assam,2003,Rapeseed &Mustard,0.519130435,2213.7,63384.719999999994,18884.4,2434.1,123712.0
Assam,2003,Rice,1.4104347823333332,2213.7,202386.08,18884.4,2434.1,123712.0
Assam,2003,Sesamum,0.489130435,2213.7,3471.6,18884.4,2434.1,123712.0
Assam,2003,Small millets,0.506956522,2213.7,1991.7599999999998,18884.4,2434.1,123712.0
Assam,2003,Sugarcane,37.43217391,2213.7,6103.44,18884.4,2434.1,123712.0
Assam,2003,Sweet potato,3.412173913,2213.7,1966.56,18884.4,2434.1,123712.0
Assam,2003,Tapioca,4.383636364,2213.7,689.52,18884.4,2434.1,123712.0
Assam,2003,Tobacco,0.561304348,2213.7,198.72,18884.4,2434.1,123712.0
Assam,2003,Turmeric,0.669130435,2213.7,2939.76,18884.4,2434.1,123712.0
Assam,2003,Urad,0.519130435,2213.7,9501.12,18884.4,2434.1,123712.0
Assam,2003,Wheat,1.040909091,2213.7,16788.96,18884.4,2434.1,123712.0
Assam,2004,Arhar/Tur,0.710434783,2536.9,1413.93,16249.4,2994.3,105304.0
Assam,2004,Castor seed,0.42809523799999993,2536.9,283.29,16249.4,2994.3,105304.0
Assam,2004,Cotton(lint),0.48260869599999995,2536.9,291.69,16249.4,2994.3,105304.0
Assam,2004,Dry chillies,0.631304348,2536.9,2999.43,16249.4,2994.3,105304.0
Assam,2004,Gram,0.4704347830000001,2536.9,449.61,16249.4,2994.3,105304.0
Assam,2004,Jute,7.193043478,2536.9,12176.01,16249.4,2994.3,105304.0
Assam,2004,Linseed,0.519545455,2536.9,1945.02,16249.4,2994.3,105304.0
Assam,2004,Masoor,0.505714286,2536.9,4281.06,16249.4,2994.3,105304.0
Assam,2004,Mesta,4.660952381,2536.9,1069.95,16249.4,2994.3,105304.0
Assam,2004,Moong(Green Gram),0.4495652170000001,2536.9,1531.53,16249.4,2994.3,105304.0
Assam,2004,Niger seed,0.532777778,2536.9,1833.3,16249.4,2994.3,105304.0
Assam,2004,Onion,2.396956522,2536.9,1495.62,16249.4,2994.3,105304.0
Assam,2004,Other  Rabi pulses,0.560714286,2536.9,16578.45,16249.4,2994.3,105304.0
Assam,2004,Peas & beans (Pulses),0.596521739,2536.9,4669.98,16249.4,2994.3,105304.0
Assam,2004,Potato,7.482608696,2536.9,15351.84,16249.4,2994.3,105304.0
Assam,2004,Rapeseed &Mustard,0.514782609,2536.9,51439.08,16249.4,2994.3,105304.0
Assam,2004,Rice,1.3726086956666668,2536.9,166861.16999999998,16249.4,2994.3,105304.0
Assam,2004,Sesamum,0.503043478,2536.9,2763.39,16249.4,2994.3,105304.0
Assam,2004,Small millets,0.519565217,2536.9,1676.22,16249.4,2994.3,105304.0
Assam,2004,Sugarcane,37.40956522,2536.9,5027.82,16249.4,2994.3,105304.0
Assam,2004,Sweet potato,3.406956522,2536.9,1685.4599999999998,16249.4,2994.3,105304.0
Assam,2004,Tobacco,0.580869565,2536.9,142.38,16249.4,2994.3,105304.0
Assam,2004,Turmeric,0.722173913,2536.9,2456.37,16249.4,2994.3,105304.0
Assam,2004,Urad,0.56173913,2536.9,7637.07,16249.4,2994.3,105304.0
Assam,2004,Wheat,1.056956522,2536.9,13409.34,16249.4,2994.3,105304.0
Assam,2005,Arecanut,0.9134782610000001,2184.6,14946.959999999997,19718.0,2468.3,105992.0
Assam,2005,Arhar/Tur,0.704444444,2184.6,1359.33,19718.0,2468.3,105992.0
Assam,2005,Banana,13.705555559999999,2184.6,8813.07,19718.0,2468.3,105992.0
Assam,2005,Castor seed,0.422,2184.6,286.44,19718.0,2468.3,105992.0
Assam,2005,Coconut ,8486.539565,2184.6,4001.97,19718.0,2468.3,105992.0
Assam,2005,Cotton(lint),0.41720000000000007,2184.6,283.92,19718.0,2468.3,105992.0
Assam,2005,Dry chillies,0.637407407,2184.6,3084.48,19718.0,2468.3,105992.0
Assam,2005,Gram,0.460769231,2184.6,424.2,19718.0,2468.3,105992.0
Assam,2005,Jute,10.28740741,2184.6,11918.97,19718.0,2468.3,105992.0
Assam,2005,Linseed,0.493076923,2184.6,1716.1199999999997,19718.0,2468.3,105992.0
Assam,2005,Maize,0.635925926,2184.6,3983.4899999999993,19718.0,2468.3,105992.0
Assam,2005,Masoor,0.5112,2184.6,3902.4299999999994,19718.0,2468.3,105992.0
Assam,2005,Mesta,4.650434783,2184.6,1031.94,19718.0,2468.3,105992.0
Assam,2005,Moong(Green Gram),0.44037037,2184.6,1577.52,19718.0,2468.3,105992.0
Assam,2005,Niger seed,0.529545455,2184.6,1548.54,19718.0,2468.3,105992.0
Assam,2005,Onion,2.373333333,2184.6,1622.46,19718.0,2468.3,105992.0
Assam,2005,Other  Rabi pulses,0.533703704,2184.6,19308.45,19718.0,2468.3,105992.0
Assam,2005,Peas & beans (Pulses),0.618518519,2184.6,3753.75,19718.0,2468.3,105992.0
Assam,2005,Potato,5.326296296,2184.6,14623.98,19718.0,2468.3,105992.0
Assam,2005,Rapeseed &Mustard,0.46925925900000004,2184.6,44618.91,19718.0,2468.3,105992.0
Assam,2005,Rice,1.4241690409999999,2184.6,169422.89,19718.0,2468.3,105992.0
Assam,2005,Sesamum,0.487777778,2184.6,2911.44,19718.0,2468.3,105992.0
Assam,2005,Small millets,0.504814815,2184.6,1619.94,19718.0,2468.3,105992.0
Assam,2005,Sugarcane,37.99444444,2184.6,4919.46,19718.0,2468.3,105992.0
Assam,2005,Sweet potato,3.4055555560000004,2184.6,1526.49,19718.0,2468.3,105992.0
Assam,2005,Tapioca,4.458518519,2184.6,583.17,19718.0,2468.3,105992.0
Assam,2005,Tobacco,0.504074074,2184.6,137.97,19718.0,2468.3,105992.0
Assam,2005,Turmeric,0.728888889,2184.6,2438.31,19718.0,2468.3,105992.0
Assam,2005,Urad,0.48888888899999994,2184.6,7428.960000000001,19718.0,2468.3,105992.0
Assam,2005,Wheat,1.084230769,2184.6,10491.81,19718.0,2468.3,105992.0
Assam,2006,Arecanut,0.8170370370000001,1774.9,15202.88,20220.4,1898.6,111430.0
Assam,2006,Arhar/Tur,0.706666667,1774.9,1468.72,20220.4,1898.6,111430.0
Assam,2006,Banana,13.70814815,1774.9,9515.0,20220.4,1898.6,111430.0
Assam,2006,Castor seed,0.4636,1774.9,286.66,20220.4,1898.6,111430.0
Assam,2006,Coconut ,6233.948519,1774.9,4090.9,20220.4,1898.6,111430.0
Assam,2006,Cotton(lint),0.518461538,1774.9,302.28,20220.4,1898.6,111430.0
Assam,2006,Dry chillies,0.633703704,1774.9,3399.66,20220.4,1898.6,111430.0
Assam,2006,Gram,0.486666667,1774.9,416.9,20220.4,1898.6,111430.0
Assam,2006,Jute,9.352962963,1774.9,12685.86,20220.4,1898.6,111430.0
Assam,2006,Linseed,0.48458333299999995,1774.9,1797.1799999999998,20220.4,1898.6,111430.0
Assam,2006,Maize,0.6252,1774.9,4104.54,20220.4,1898.6,111430.0
Assam,2006,Masoor,0.5184,1774.9,4430.14,20220.4,1898.6,111430.0
Assam,2006,Mesta,4.6988,1774.9,1069.2,20220.4,1898.6,111430.0
Assam,2006,Moong(Green Gram),0.444074074,1774.9,1622.28,20220.4,1898.6,111430.0
Assam,2006,Niger seed,0.53,1774.9,2206.38,20220.4,1898.6,111430.0
Assam,2006,Onion,2.384814815,1774.9,1511.4,20220.4,1898.6,111430.0
Assam,2006,Other  Rabi pulses,0.508076923,1774.9,3186.92,20220.4,1898.6,111430.0
Assam,2006,Peas & beans (Pulses),0.616666667,1774.9,4211.46,20220.4,1898.6,111430.0
Assam,2006,Potato,6.657407406999999,1774.9,17096.64,20220.4,1898.6,111430.0
Assam,2006,Rapeseed &Mustard,0.4951851850000001,1774.9,52453.719999999994,20220.4,1898.6,111430.0
Assam,2006,Rice,1.3781481480000002,1774.9,161080.99333333332,20220.4,1898.6,111430.0
Assam,2006,Sesamum,0.49666666700000006,1774.9,2943.16,20220.4,1898.6,111430.0
Assam,2006,Small millets,0.500384615,1774.9,1644.06,20220.4,1898.6,111430.0
Assam,2006,Sugarcane,39.10666667,1774.9,5857.94,20220.4,1898.6,111430.0
Assam,2006,Sweet potato,3.4066666670000005,1774.9,1784.64,20220.4,1898.6,111430.0
Assam,2006,Tapioca,4.426923077,1774.9,587.62,20220.4,1898.6,111430.0
Assam,2006,Tobacco,0.5928,1774.9,123.85999999999999,20220.4,1898.6,111430.0
Assam,2006,Turmeric,0.723703704,1774.9,2583.02,20220.4,1898.6,111430.0
Assam,2006,Urad,0.507777778,1774.9,8157.38,20220.4,1898.6,111430.0
Assam,2006,Wheat,1.134444444,1774.9,13106.06,20220.4,1898.6,111430.0
Assam,2007,Arecanut,0.856666667,2154.1,10597.6,21281.6,2752.8,81884.0
Assam,2007,Arhar/Tur,0.712962963,2154.1,942.8799999999999,21281.6,2752.8,81884.0
Assam,2007,Banana,13.689629630000002,2154.1,7039.839999999999,21281.6,2752.8,81884.0
Assam,2007,Black pepper,1.528518519,2154.1,451.68,21281.6,2752.8,81884.0
Assam,2007,Castor seed,0.4468,2154.1,190.88,21281.6,2752.8,81884.0
Assam,2007,Coconut ,7202.371851999999,2154.1,3009.92,21281.6,2752.8,81884.0
Assam,2007,Cotton(lint),0.445217391,2154.1,217.44,21281.6,2752.8,81884.0
Assam,2007,Dry chillies,0.625555556,2154.1,2576.16,21281.6,2752.8,81884.0
Assam,2007,Ginger,6.94,2154.1,2499.84,21281.6,2752.8,81884.0
Assam,2007,Gram,0.474615385,2154.1,299.36,21281.6,2752.8,81884.0
Assam,2007,Jute,10.37444444,2154.1,9574.72,21281.6,2752.8,81884.0
Assam,2007,Linseed,0.5076,2154.1,1221.12,21281.6,2752.8,81884.0
Assam,2007,Maize,0.60962963,2154.1,2937.92,21281.6,2752.8,81884.0
Assam,2007,Masoor,0.482916667,2154.1,3595.04,21281.6,2752.8,81884.0
Assam,2007,Mesta,4.7625,2154.1,840.4799999999999,21281.6,2752.8,81884.0
Assam,2007,Moong(Green Gram),0.43962962999999994,2154.1,1235.04,21281.6,2752.8,81884.0
Assam,2007,Niger seed,0.535652174,2154.1,1380.32,21281.6,2752.8,81884.0
Assam,2007,Onion,2.37037037,2154.1,1071.52,21281.6,2752.8,81884.0
Assam,2007,Other  Rabi pulses,0.508461538,2154.1,2288.64,21281.6,2752.8,81884.0
Assam,2007,Peas & beans (Pulses),0.624814815,2154.1,3602.2399999999993,21281.6,2752.8,81884.0
Assam,2007,Potato,6.564444444,2154.1,12031.52,21281.6,2752.8,81884.0
Assam,2007,Rapeseed &Mustard,0.503703704,2154.1,37568.64,21281.6,2752.8,81884.0
Assam,2007,Rice,1.5127160496666667,2154.1,123946.45333333332,21281.6,2752.8,81884.0
Assam,2007,Sesamum,0.505555556,2154.1,2031.0400000000002,21281.6,2752.8,81884.0
Assam,2007,Small millets,0.495384615,2154.1,1107.04,21281.6,2752.8,81884.0
Assam,2007,Sugarcane,36.67259259,2154.1,4117.44,21281.6,2752.8,81884.0
Assam,2007,Sweet potato,3.3959259259999994,2154.1,1106.88,21281.6,2752.8,81884.0
Assam,2007,Tapioca,4.444615385,2154.1,417.43999999999994,21281.6,2752.8,81884.0
Assam,2007,Tobacco,0.5824,2154.1,80.16,21281.6,2752.8,81884.0
Assam,2007,Turmeric,0.692592593,2154.1,2004.64,21281.6,2752.8,81884.0
Assam,2007,Urad,0.531111111,2154.1,6126.4,21281.6,2752.8,81884.0
Assam,2007,Wheat,1.225185185,2154.1,8971.04,21281.6,2752.8,81884.0
Assam,2008,Arecanut,0.989259259,2109.9,5946.48,21957.7,2339.7,43313.0
Assam,2008,Arhar/Tur,0.706296296,2109.9,483.12,21957.7,2339.7,43313.0
Assam,2008,Banana,13.890740740000002,2109.9,4102.2,21957.7,2339.7,43313.0
Assam,2008,Black pepper,1.680384615,2109.9,305.37,21957.7,2339.7,43313.0
Assam,2008,Castor seed,0.43333333300000004,2109.9,110.25,21957.7,2339.7,43313.0
Assam,2008,Coconut ,7716.895184999999,2109.9,1722.15,21957.7,2339.7,43313.0
Assam,2008,Cotton(lint),0.5688,2109.9,120.6,21957.7,2339.7,43313.0
Assam,2008,Dry chillies,0.62962963,2109.9,1530.9,21957.7,2339.7,43313.0
Assam,2008,Ginger,6.942592592999999,2109.9,1368.9,21957.7,2339.7,43313.0
Assam,2008,Gram,0.509259259,2109.9,154.71,21957.7,2339.7,43313.0
Assam,2008,Jute,10.38925926,2109.9,5409.99,21957.7,2339.7,43313.0
Assam,2008,Linseed,0.47125000000000006,2109.9,664.56,21957.7,2339.7,43313.0
Assam,2008,Maize,0.595555556,2109.9,1564.38,21957.7,2339.7,43313.0
Assam,2008,Masoor,0.5236,2109.9,1955.3399999999997,21957.7,2339.7,43313.0
Assam,2008,Mesta,4.663913043,2109.9,475.65,21957.7,2339.7,43313.0
Assam,2008,Moong(Green Gram),0.43962962999999994,2109.9,507.06000000000006,21957.7,2339.7,43313.0
Assam,2008,Niger seed,0.509565217,2109.9,674.37,21957.7,2339.7,43313.0
Assam,2008,Onion,2.381481481,2109.9,626.67,21957.7,2339.7,43313.0
Assam,2008,Peas & beans (Pulses),0.632222222,2109.9,1884.8699999999997,21957.7,2339.7,43313.0
Assam,2008,Potato,6.5,2109.9,7048.530000000001,21957.7,2339.7,43313.0
Assam,2008,Rapeseed &Mustard,0.521111111,2109.9,20374.65,21957.7,2339.7,43313.0
Assam,2008,Rice,1.558779677,2109.9,74523.78,21957.7,2339.7,43313.0
Assam,2008,Sesamum,0.499259259,2109.9,1097.73,21957.7,2339.7,43313.0
Assam,2008,Small millets,0.49423076899999996,2109.9,489.6,21957.7,2339.7,43313.0
Assam,2008,Sugarcane,37.27,2109.9,2578.41,21957.7,2339.7,43313.0
Assam,2008,Sweet potato,3.421481481,2109.9,570.42,21957.7,2339.7,43313.0
Assam,2008,Tapioca,4.509615385,2109.9,274.05,21957.7,2339.7,43313.0
Assam,2008,Tobacco,0.649166667,2109.9,44.37,21957.7,2339.7,43313.0
Assam,2008,Turmeric,0.792962963,2109.9,1301.31,21957.7,2339.7,43313.0
Assam,2008,Urad,0.600740741,2109.9,3575.0700000000006,21957.7,2339.7,43313.0
Assam,2008,Wheat,1.045769231,2109.9,4504.77,21957.7,2339.7,43313.0
Assam,2009,Arecanut,0.9818518519999999,1727.1,11720.99,24002.2,2068.2,86070.0
Assam,2009,Arhar/Tur,0.707037037,1727.1,1052.47,24002.2,2068.2,86070.0
Assam,2009,Banana,13.76888889,1727.1,7646.6,24002.2,2068.2,86070.0
Assam,2009,Black pepper,1.577777778,1727.1,504.39,24002.2,2068.2,86070.0
Assam,2009,Castor seed,0.427916667,1727.1,196.69,24002.2,2068.2,86070.0
Assam,2009,Coconut ,8446.091481,1727.1,3462.56,24002.2,2068.2,86070.0
Assam,2009,Cotton(lint),0.51625,1727.1,279.82,24002.2,2068.2,86070.0
Assam,2009,Dry chillies,0.65962963,1727.1,2908.87,24002.2,2068.2,86070.0
Assam,2009,Ginger,6.941481480999999,1727.1,2667.3,24002.2,2068.2,86070.0
Assam,2009,Gram,0.505925926,1727.1,293.25,24002.2,2068.2,86070.0
Assam,2009,Jute,10.61148148,1727.1,11095.9,24002.2,2068.2,86070.0
Assam,2009,Linseed,0.481666667,1727.1,1190.51,24002.2,2068.2,86070.0
Assam,2009,Maize,0.617407407,1727.1,3311.7699999999995,24002.2,2068.2,86070.0
Assam,2009,Masoor,0.498148148,1727.1,3948.59,24002.2,2068.2,86070.0
Assam,2009,Mesta,4.705217391,1727.1,850.0,24002.2,2068.2,86070.0
Assam,2009,Moong(Green Gram),0.447037037,1727.1,1278.23,24002.2,2068.2,86070.0
Assam,2009,Niger seed,0.51,1727.1,1299.65,24002.2,2068.2,86070.0
Assam,2009,Onion,2.375185185,1727.1,1153.45,24002.2,2068.2,86070.0
Assam,2009,Peas & beans (Pulses),0.623703704,1727.1,3742.21,24002.2,2068.2,86070.0
Assam,2009,Potato,7.163703704,1727.1,14046.929999999998,24002.2,2068.2,86070.0
Assam,2009,Rapeseed &Mustard,0.512962963,1727.1,42279.0,24002.2,2068.2,86070.0
Assam,2009,Rice,1.5850617286666666,1727.1,141530.44,24002.2,2068.2,86070.0
Assam,2009,Sesamum,0.493333333,1727.1,1978.97,24002.2,2068.2,86070.0
Assam,2009,Small millets,0.750384615,1727.1,1064.2,24002.2,2068.2,86070.0
Assam,2009,Sugarcane,38.25,1727.1,4618.05,24002.2,2068.2,86070.0
Assam,2009,Sweet potato,3.410740741,1727.1,1157.02,24002.2,2068.2,86070.0
Assam,2009,Tapioca,4.463076923,1727.1,544.85,24002.2,2068.2,86070.0
Assam,2009,Tobacco,0.631923077,1727.1,100.47,24002.2,2068.2,86070.0
Assam,2009,Turmeric,0.744074074,1727.1,2360.11,24002.2,2068.2,86070.0
Assam,2009,Urad,0.565925926,1727.1,7370.01,24002.2,2068.2,86070.0
Assam,2009,Wheat,1.097037037,1727.1,10211.39,24002.2,2068.2,86070.0
Assam,2010,Arecanut,0.9818518519999999,2578.5,16547.28,24751.8,2711.5,120196.0
Assam,2010,Arhar/Tur,0.70962963,2578.5,1712.8800000000003,24751.8,2711.5,120196.0
Assam,2010,Banana,13.76444444,2578.5,11430.72,24751.8,2711.5,120196.0
Assam,2010,Black pepper,1.6122222220000002,2578.5,729.84,24751.8,2711.5,120196.0
Assam,2010,Castor seed,0.42800000000000005,2578.5,234.71999999999997,24751.8,2711.5,120196.0
Assam,2010,Coconut ,7185.195556000001,2578.5,4662.24,24751.8,2711.5,120196.0
Assam,2010,Cotton(lint),0.528333333,2578.5,335.52,24751.8,2711.5,120196.0
Assam,2010,Dry chillies,0.636666667,2578.5,4513.92,24751.8,2711.5,120196.0
Assam,2010,Ginger,6.940740741000001,2578.5,3932.6400000000003,24751.8,2711.5,120196.0
Assam,2010,Gram,0.49000000000000005,2578.5,432.48,24751.8,2711.5,120196.0
Assam,2010,Jute,10.21074074,2578.5,14944.079999999998,24751.8,2711.5,120196.0
Assam,2010,Linseed,0.522083333,2578.5,1710.0,24751.8,2711.5,120196.0
Assam,2010,Maize,0.61,2578.5,4745.28,24751.8,2711.5,120196.0
Assam,2010,Masoor,0.495384615,2578.5,5734.8,24751.8,2711.5,120196.0
Assam,2010,Mesta,4.909130435,2578.5,1192.8,24751.8,2711.5,120196.0
Assam,2010,Moong(Green Gram),0.451851852,2578.5,2165.28,24751.8,2711.5,120196.0
Assam,2010,Niger seed,0.5284,2578.5,1874.64,24751.8,2711.5,120196.0
Assam,2010,Onion,2.308518519,2578.5,1657.44,24751.8,2711.5,120196.0
Assam,2010,Peas & beans (Pulses),0.604814815,2578.5,5376.24,24751.8,2711.5,120196.0
Assam,2010,Potato,7.705185185,2578.5,20405.52,24751.8,2711.5,120196.0
Assam,2010,Rapeseed &Mustard,0.528888889,2578.5,58515.6,24751.8,2711.5,120196.0
Assam,2010,Rice,1.8579012346666668,2578.5,202996.4,24751.8,2711.5,120196.0
Assam,2010,Sesamum,0.49666666700000006,2578.5,2853.12,24751.8,2711.5,120196.0
Assam,2010,Small millets,0.505384615,2578.5,1244.64,24751.8,2711.5,120196.0
Assam,2010,Sugarcane,36.27592593,2578.5,7136.640000000001,24751.8,2711.5,120196.0
Assam,2010,Sweet potato,3.4125925930000003,2578.5,1484.64,24751.8,2711.5,120196.0
Assam,2010,Tapioca,4.5232,2578.5,1002.96,24751.8,2711.5,120196.0
Assam,2010,Tobacco,0.6084,2578.5,117.6,24751.8,2711.5,120196.0
Assam,2010,Turmeric,0.753333333,2578.5,3591.12,24751.8,2711.5,120196.0
Assam,2010,Urad,0.577037037,2578.5,11711.04,24751.8,2711.5,120196.0
Assam,2010,Wheat,1.196666667,2578.5,10745.28,24751.8,2711.5,120196.0
Assam,2011,Arecanut,0.878148148,1743.4,22670.67,27575.4,1743.4,80187.0
Assam,2011,Arhar/Tur,0.774074074,1743.4,1880.0099999999998,27575.4,1743.4,80187.0
Assam,2011,Banana,14.98222222,1743.4,15695.790000000003,27575.4,1743.4,80187.0
Assam,2011,Black pepper,1.597777778,1743.4,1203.51,27575.4,1743.4,80187.0
Assam,2011,Castor seed,0.515833333,1743.4,337.92,27575.4,1743.4,80187.0
Assam,2011,Coconut ,7299.402593000001,1743.4,6834.3,27575.4,1743.4,80187.0
Assam,2011,Cotton(lint),0.595652174,1743.4,405.9,27575.4,1743.4,80187.0
Assam,2011,Dry chillies,0.655185185,1743.4,6443.58,27575.4,1743.4,80187.0
Assam,2011,Ginger,7.513333333,1743.4,5391.54,27575.4,1743.4,80187.0
Assam,2011,Gram,0.5328,1743.4,601.59,27575.4,1743.4,80187.0
Assam,2011,Jute,9.125555556,1743.4,21634.8,27575.4,1743.4,80187.0
Assam,2011,Linseed,0.536086957,1743.4,2322.21,27575.4,1743.4,80187.0
Assam,2011,Maize,0.693333333,1743.4,7028.01,27575.4,1743.4,80187.0
Assam,2011,Masoor,0.526,1743.4,7439.520000000001,27575.4,1743.4,80187.0
Assam,2011,Mesta,5.8716,1743.4,1609.41,27575.4,1743.4,80187.0
Assam,2011,Moong(Green Gram),0.524074074,1743.4,3798.96,27575.4,1743.4,80187.0
Assam,2011,Niger seed,0.604347826,1743.4,2779.59,27575.4,1743.4,80187.0
Assam,2011,Onion,3.02962963,1743.4,2432.76,27575.4,1743.4,80187.0
Assam,2011,Peas & beans (Pulses),0.645925926,1743.4,6979.83,27575.4,1743.4,80187.0
Assam,2011,Potato,7.035925926,1743.4,32279.28,27575.4,1743.4,80187.0
Assam,2011,Rapeseed &Mustard,0.538888889,1743.4,81823.17,27575.4,1743.4,80187.0
Assam,2011,Rice,1.851723647,1743.4,280027.66,27575.4,1743.4,80187.0
Assam,2011,Sesamum,0.594444444,1743.4,3894.3300000000004,27575.4,1743.4,80187.0
Assam,2011,Small millets,0.523913043,1743.4,1317.03,27575.4,1743.4,80187.0
Assam,2011,Sugarcane,37.69074074,1743.4,9373.32,27575.4,1743.4,80187.0
Assam,2011,Sweet potato,4.177777778,1743.4,2164.14,27575.4,1743.4,80187.0
Assam,2011,Tapioca,8.222307692,1743.4,1278.75,27575.4,1743.4,80187.0
Assam,2011,Tobacco,0.631304348,1743.4,112.53,27575.4,1743.4,80187.0
Assam,2011,Turmeric,0.8644444439999999,1743.4,5097.51,27575.4,1743.4,80187.0
Assam,2011,Urad,0.565555556,1743.4,17710.77,27575.4,1743.4,80187.0
Assam,2011,Wheat,1.169615385,1743.4,13264.02,27575.4,1743.4,80187.0
Assam,2012,Arecanut,1.557037037,2167.5,20871.37,21572.9,2609.4,80187.0
Assam,2012,Arhar/Tur,0.81962963,2167.5,1846.98,21572.9,2609.4,80187.0
Assam,2012,Banana,15.990740740000001,2167.5,14589.530000000002,21572.9,2609.4,80187.0
Assam,2012,Black pepper,1.682962963,2167.5,1094.61,21572.9,2609.4,80187.0
Assam,2012,Castor seed,0.5436,2167.5,279.62,21572.9,2609.4,80187.0
