State,Year,Crop,Yield,Rainfall,Fertilizer_N,Pesticides
Assam,1997,Arecanut,0.796086957,2051.4,7024878.38,22882.34
Assam,1997,Arhar/Tur,0.710434783,2051.4,631643.29,2057.47
Assam,1997,Castor seed,0.238333333,2051.4,75755.32,246.76
Assam,1997,Coconut ,5238.051739,2051.4,1870661.52,6093.36
Assam,1997,Cotton(lint),0.420909091,2051.4,165500.63,539.09
Assam,1997,Dry chillies,0.643636364,2051.4,1293074.79,4211.97
Assam,1997,Gram,0.465454545,2051.4,283511.43,923.49
Assam,1997,Jute,9.919565217,2051.4,8995468.4,29301.2
Assam,1997,Linseed,0.461363636,2051.4,961026.66,3130.38
Assam,1997,Maize,0.615652174,2051.4,1828786.72,5956.96
Assam,1997,Mesta,4.568947368,2051.4,562930.55,1833.65
Assam,1997,Niger seed,0.482352941,2051.4,943515.38,3073.34
Assam,1997,Onion,2.342608696,2051.4,745371.44,2427.92
Assam,1997,Other  Rabi pulses,0.520869565,2051.4,10306625.49,33572.07
Assam,1997,Potato,7.561304348,2051.4,7162399.03,23330.29
Assam,1997,Rapeseed &Mustard,0.554782609,2051.4,26580219.64,86580.52
Assam,1997,Rice,0.780869565,2051.4,57802260.86,188280.98
Assam,1997,Rice,1.060434783,2051.4,16652275.58,54241.94
Assam,1997,Rice,0.941304348,2051.4,165911859.6,540429.51
Assam,1997,Sesamum,0.487391304,2051.4,1500355.05,4887.15
Assam,1997,Small millets,0.473,2051.4,998333.3,3251.9
Assam,1997,Sugarcane,41.89695652,2051.4,2980534.06,9708.58
Assam,1997,Sweet potato,3.440434783,2051.4,892694.6,2907.8
Assam,1997,Tapioca,4.41826087,2051.4,234594.05,764.15
Assam,1997,Tobacco,0.38,2051.4,41208.61,134.23
Assam,1997,Turmeric,0.67,2051.4,958457.07,3122.01
Assam,1997,Wheat,1.25952381,2051.4,8060708.66,26256.38
Karnataka,1997,Arecanut,1.293571429,1266.7,8860327.0,28861.0
Karnataka,1997,Arhar/Tur,0.268235294,1266.7,40143657.7,130761.1
Karnataka,1997,Bajra,0.404545455,1266.7,28660350.33,93356.19
Karnataka,1997,Bajra,0.81,1266.7,78039.4,254.2
Karnataka,1997,Black pepper,0.4375,1266.7,364025.25,1185.75
Karnataka,1997,Cardamom,0.058571429,1266.7,2020459.1,6581.3
Karnataka,1997,Coriander,0.121333333,1266.7,1648058.89,5368.27
Karnataka,1997,Dry chillies,1.078333333,1266.7,17756723.43,57839.49
Karnataka,1997,Dry chillies,1.869444444,1266.7,434451.05,1415.15
Karnataka,1997,Garlic,1.585,1266.7,481655.37,1568.91
Karnataka,1997,Ginger,1.262307692,1266.7,344420.23,1121.89
Karnataka,1997,Groundnut,0.709411765,1266.7,80672373.22,262776.46
Karnataka,1997,Groundnut,1.133333333,1266.7,18312230.72,59648.96
Karnataka,1997,Horse-gram,0.45,1266.7,17023248.24,55450.32
Karnataka,1997,Horse-gram,0.514705882,1266.7,15529174.41,50583.63
Karnataka,1997,Jowar,1.228,1266.7,37086797.3,120803.9
Karnataka,1997,Jowar,0.510714286,1266.7,142866539.2,465363.32
Karnataka,1997,Jowar,2.470909091,1266.7,584058.29,1902.47
Karnataka,1997,Maize,2.687777778,1266.7,47851190.49,155867.07
Karnataka,1997,Maize,1.98,1266.7,4648483.48,15141.64
Karnataka,1997,Maize,2.165714286,1266.7,926004.1,3016.3
Karnataka,1997,Ragi,1.191333333,1266.7,85455141.57,278355.51
Karnataka,1997,Ragi,1.312222222,1266.7,2579487.68,8402.24
Karnataka,1997,Ragi,1.847777778,1266.7,1286793.57,4191.51
Karnataka,1997,Rice,2.2335,1266.7,98170710.1,319774.3
Karnataka,1997,Rice,2.073846154,1266.7,5128616.13,16705.59
Karnataka,1997,Rice,2.829444444,1266.7,25509747.48,83093.64
Karnataka,1997,Sugarcane,91.74736842,1266.7,29393920.69,95745.67
Karnataka,1997,Turmeric,4.452941176,1266.7,413228.14,1346.02
Karnataka,1997,Wheat,0.548333333,1266.7,23858928.66,77716.38
Kerala,1997,Arecanut,1.147857143,3252.4,7246719.65,23604.95
Kerala,1997,Black pepper,0.240714286,3252.4,16545780.35,53895.05
Kerala,1997,Cashewnut,0.589285714,3252.4,9143267.41,29782.63
Kerala,1997,Coconut ,5376.054286,3252.4,84163018.48,274146.64
Kerala,1997,Tapioca,22.80357143,3252.4,12645713.75,41191.25
Meghalaya,1997,Arecanut,1.245714286,3818.2,910681.73,2966.39
Meghalaya,1997,Arhar/Tur,0.806666667,3818.2,82322.05,268.15
Meghalaya,1997,Banana,11.20714286,3818.2,498595.63,1624.09
Meghalaya,1997,Castor seed,0.49,3818.2,2855.1,9.3
Meghalaya,1997,Cotton(lint),0.796666667,3818.2,717962.48,2338.64
Meghalaya,1997,Dry chillies,0.64,3818.2,168070.22,547.46
Meghalaya,1997,Ginger,6.054285714,3818.2,700165.69,2280.67
Meghalaya,1997,Gram,0.613333333,3818.2,42160.31,137.33
Meghalaya,1997,Jute,8.436666667,3818.2,403806.31,1315.33
Meghalaya,1997,Linseed,0.44,3818.2,4758.5,15.5
Meghalaya,1997,Maize,1.444285714,3818.2,1634544.75,5324.25
Meghalaya,1997,Mesta,4.68,3818.2,446156.96,1453.28
Meghalaya,1997,Mesta,0.7525,3818.2,81941.37,266.91
Meghalaya,1997,Other  Rabi pulses,0.777142857,3818.2,181679.53,591.79
Meghalaya,1997,Potato,8.641428571,3818.2,1976109.88,6436.84
Meghalaya,1997,Rapeseed &Mustard,0.608571429,3818.2,658005.38,2143.34
Meghalaya,1997,Rice,1.378571429,3818.2,10009028.9,32602.7
Meghalaya,1997,Sesamum,0.575714286,3818.2,126195.42,411.06
Meghalaya,1997,Small millets,0.861428571,3818.2,266856.68,869.24
Meghalaya,1997,Soyabean,0.921428571,3818.2,85462.66,278.38
Meghalaya,1997,Sugarcane,2.352,3818.2,7803.94,25.42
Meghalaya,1997,Sweet potato,3.221428571,3818.2,496026.04,1615.72
Meghalaya,1997,Tapioca,6.537142857,3818.2,376778.03,1227.29
Meghalaya,1997,Tobacco,0.618,3818.2,70616.14,230.02
Meghalaya,1997,Turmeric,5.425714286,3818.2,133333.17,434.31
Meghalaya,1997,Wheat,1.385,3818.2,407993.79,1328.97
West Bengal,1997,Arecanut,1.691764706,1852.9,766879.86,2497.98
West Bengal,1997,Arhar/Tur,0.777692308,1852.9,345467.1,1125.3
West Bengal,1997,Bajra,0.426666667,1852.9,19700.19,64.17
West Bengal,1997,Barley,1.68,1852.9,582059.72,1895.96
West Bengal,1997,Cardamom,0.0,1852.9,254484.58,828.94
West Bengal,1997,Castor seed,0.07,1852.9,62812.2,204.6
West Bengal,1997,Coconut ,13003.78778,1852.9,2310061.41,7524.63
West Bengal,1997,Cotton(lint),2.0,1852.9,2474420.0,8060.0
West Bengal,1997,Dry chillies,0.942777778,1852.9,6094115.78,19850.54
West Bengal,1997,Gram,0.5975,1852.9,2425407.45,7900.35
West Bengal,1997,Groundnut,1.13,1852.9,2818459.55,9180.65
West Bengal,1997,Horse-gram,0.438888889,1852.9,537234.65,1749.95
West Bengal,1997,Jowar,0.482,1852.9,90221.16,293.88
West Bengal,1997,Jute,13.44588235,1852.9,61058597.58,198887.94
West Bengal,1997,Khesari,1.095882353,1852.9,2404089.37,7830.91
West Bengal,1997,Linseed,0.251538462,1852.9,1568972.62,5110.66
West Bengal,1997,Maize,2.658461538,1852.9,3375584.73,10995.39
West Bengal,1997,Masoor,0.662352941,1852.9,4872894.34,15872.62
West Bengal,1997,Mesta,9.154166667,1852.9,922102.13,3003.59
West Bengal,1997,Moong(Green Gram),0.548888889,1852.9,141803.3,461.9
West Bengal,1997,Moong(Green Gram),0.542857143,1852.9,311110.73,1013.39
West Bengal,1997,Moong(Green Gram),0.046,1852.9,947798.03,3087.29
West Bengal,1997,Niger seed,0.698888889,1852.9,4835406877.0,15750511.0
West Bengal,1997,Niger seed,0.40375,1852.9,619747.04,2018.72
West Bengal,1997,Other Kharif pulses,0.585,1852.9,121722.43,396.49
West Bengal,1997,Potato,18.23722222,1852.9,27029707.55,88044.65
West Bengal,1997,Ragi,0.986,1852.9,1199808.19,3908.17
West Bengal,1997,Rapeseed &Mustard,0.718333333,1852.9,31132295.91,101408.13
West Bengal,1997,Rice,1.837222222,1852.9,40268425.57,131167.51
West Bengal,1997,Rice,2.843888889,1852.9,114853915.9,374116.99
West Bengal,1997,Rice,1.985555556,1852.9,406407115.8,1323801.68
West Bengal,1997,Safflower,0.2975,1852.9,1027836.0,3348.0
West Bengal,1997,Sannhamp,4.598571429,1852.9,191767.55,624.65
West Bengal,1997,Sesamum,0.649444444,1852.9,12173480.21,39653.03
West Bengal,1997,Small millets,0.626666667,1852.9,480227.82,1564.26
West Bengal,1997,Soyabean,1.196666667,1852.9,147989.35,482.05
West Bengal,1997,Sugarcane,67.83625,1852.9,2455100.49,7997.07
West Bengal,1997,Sunflower,0.0,1852.9,26457.26,86.18
West Bengal,1997,Turmeric,1.661111111,1852.9,1187816.77,3869.11
West Bengal,1997,Urad,1.825,1852.9,6592521.07,21474.01
West Bengal,1997,Urad,0.628333333,1852.9,1588767.98,5175.14
West Bengal,1997,Wheat,1.886666667,1852.9,34962983.58,113885.94
Puducherry,1998,Arecanut,0.35,1434.5875,6520.8,19.14
Puducherry,1998,Bajra,2.17,1434.5875,14721.2,43.21
Puducherry,1998,Black pepper,0.58,1434.5875,1185.6,3.48
Puducherry,1998,Coriander,0.5,1434.5875,197.6,0.58
Puducherry,1998,Cotton(lint),0.84,1434.5875,44756.4,131.37
Puducherry,1998,Dry chillies,2.75,1434.5875,790.4,2.32
Puducherry,1998,Groundnut,1.54,1434.5875,103344.8,303.34
Puducherry,1998,Onion,16.5,1434.5875,2568.8,7.54
Puducherry,1998,Ragi,3.27,1434.5875,11065.6,32.48
Puducherry,1998,Rice,2.46,1434.5875,488566.0,1434.05
Puducherry,1998,Rice,2.555,1434.5875,1379346.8,4048.69
Puducherry,1998,Rice,2.55,1434.5875,564740.8,1657.64
Puducherry,1998,Sesamum,0.806666667,1434.5875,14523.6,42.63
Puducherry,1998,Small millets,0.75,1434.5875,395.2,1.16
Puducherry,1998,Sugarcane,82.595,1434.5875,267748.0,785.9
Puducherry,1998,Tapioca,20.0,1434.5875,64121.2,188.21
Assam,1998,Arecanut,0.784347826,2354.4,7356351.6,21592.53
Assam,1998,Arhar/Tur,0.709130435,2354.4,756511.6,2220.53
Assam,1998,Banana,13.78826087,2354.4,4138238.0,12146.65
Assam,1998,Castor seed,0.411428571,2354.4,170726.4,501.12
Assam,1998,Coconut ,6045.886957,2354.4,1992400.8,5848.14
Assam,1998,Cotton(lint),0.399130435,2354.4,163217.6,479.08
Assam,1998,Dry chillies,0.636956522,2354.4,1454731.2,4269.96
Assam,1998,Gram,0.460454545,2354.4,296597.6,870.58
Assam,1998,Jute,9.040869565,2354.4,7775757.6,22823.58
Assam,1998,Linseed,0.480909091,2354.4,1009933.6,2964.38
Assam,1998,Maize,0.608695652,2354.4,1957228.0,5744.9
Assam,1998,Mesta,4.9105,2354.4,519688.0,1525.4
Assam,1998,Niger seed,0.520555556,2354.4,864796.4,2538.37
Assam,1998,Onion,2.340434783,2354.4,798600.4,2344.07
Assam,1998,Other  Rabi pulses,0.50826087,2354.4,11474730.8,33680.89
Assam,1998,Potato,7.230434783,2354.4,7603450.4,22317.82
Assam,1998,Rapeseed &Mustard,0.473478261,2354.4,28536305.2,83760.41
Assam,1998,Rice,1.055652174,2354.4,58783925.2,172543.91
Assam,1998,Rice,1.685217391,2354.4,22122604.4,64934.77
Assam,1998,Rice,1.395652174,2354.4,161560724.0,474216.7
Assam,1998,Sesamum,0.485217391,2354.4,1574872.0,4622.6
Assam,1998,Small millets,0.521363636,2354.4,1042043.6,3058.63
Assam,1998,Sugarcane,39.89304348,2354.4,3020414.8,8865.59
Assam,1998,Sweet potato,3.435652174,2354.4,931980.4,2735.57
Assam,1998,Tapioca,4.445217391,2354.4,276442.4,811.42
Assam,1998,Tobacco,0.569545455,2354.4,144742.0,424.85
Assam,1998,Turmeric,0.666956522,2354.4,1060025.2,3111.41
Assam,1998,Wheat,0.999545455,2354.4,8851590.8,25981.39
Goa,1998,Arecanut,1.21,2964.9,148200.0,435.0
Goa,1998,Banana,7.58,2964.9,187720.0,551.0
Goa,1998,Black pepper,0.28,2964.9,24700.0,72.5
Goa,1998,Cashewnut,0.28,2964.9,5224050.0,15333.75
Goa,1998,Coconut ,4867.65,2964.9,2455970.4,7208.82
Goa,1998,Groundnut,1.18,2964.9,34580.0,101.5
Goa,1998,Groundnut,2.03,2964.9,103542.4,303.92
Goa,1998,Other  Rabi pulses,1.06,2964.9,856694.8,2514.59
Goa,1998,Other Kharif pulses,0.27,2964.9,118560.0,348.0
Goa,1998,Ragi,0.99,2964.9,247000.0,725.0
Goa,1998,Rice,2.54,2964.9,4050800.0,11890.0
Goa,1998,Rice,3.04,2964.9,1525373.2,4477.31
Goa,1998,Sugarcane,48.48,2964.9,130416.0,382.8
Karnataka,1998,Arecanut,6.232,1260.8,9687043.6,28433.63
Karnataka,1998,Arhar/Tur,0.400833333,1260.8,46969124.8,137864.84
Karnataka,1998,Bajra,0.601764706,1260.8,41082620.8,120586.64
Karnataka,1998,Bajra,1.19,1260.8,44558.8,130.79
Karnataka,1998,Bajra,0.59,1260.8,83584.8,245.34
Karnataka,1998,Black pepper,2.238,1260.8,433435.6,1272.23
Karnataka,1998,Cardamom,0.06,1260.8,1997538.4,5863.22
Karnataka,1998,Castor seed,0.831818182,1260.8,2691904.8,7901.34
Karnataka,1998,Coconut ,4692.261111,1260.8,30667421.2,90015.71
Karnataka,1998,Coriander,0.118,1260.8,1771978.0,5201.15
Karnataka,1998,Cotton(lint),1.556521739,1260.8,62885706.0,184583.55
Karnataka,1998,Dry chillies,1.123703704,1260.8,16827517.2,49392.51
Karnataka,1998,Garlic,1.459411765,1260.8,353111.2,1036.46
Karnataka,1998,Ginger,12.75944444,1260.8,384924.8,1129.84
Karnataka,1998,Gram,0.573478261,1260.8,35106208.8,103044.54
Karnataka,1998,Groundnut,0.8568,1260.8,100042607.6,293647.33
Karnataka,1998,Groundnut,1.3052,1260.8,21483566.0,63059.05
Karnataka,1998,Horse-gram,0.504615385,1260.8,18721216.8,54950.94
Karnataka,1998,Horse-gram,0.4492,1260.8,13316165.2,39085.91
Karnataka,1998,Jowar,1.305714286,1260.8,41575830.4,122034.32
Karnataka,1998,Jowar,0.7235,1260.8,140312005.6,411846.98
Karnataka,1998,Jowar,2.461333333,1260.8,879023.6,2580.13
Karnataka,1998,Linseed,0.315,1260.8,1956832.8,5743.74
Karnataka,1998,Maize,3.366,1260.8,44506633.6,130636.88
Karnataka,1998,Maize,1.97952381,1260.8,4932293.6,14477.38
Karnataka,1998,Maize,2.241904762,1260.8,1183031.2,3472.46
Karnataka,1998,Moong(Green Gram),0.180769231,1260.8,30797936.0,90398.8
Karnataka,1998,Moong(Green Gram),0.438823529,1260.8,1543947.6,4531.83
Karnataka,1998,Niger seed,0.214782609,1260.8,4135076.4,12137.37
Karnataka,1998,Onion,5.363636364,1260.8,7896194.8,23177.09
Karnataka,1998,Onion,8.936315789,1260.8,877541.6,2575.78
Karnataka,1998,Onion,11.86631579,1260.8,473943.6,1391.13
Karnataka,1998,Peas & beans (Pulses),9.265882353,1260.8,170924.0,501.7
Karnataka,1998,Peas & beans (Pulses),8.948181818,1260.8,48807.2,143.26
Karnataka,1998,Peas & beans (Pulses),7.827,1260.8,156400.4,459.07
Karnataka,1998,Potato,12.37333333,1260.8,2840994.0,8338.95
Karnataka,1998,Potato,18.90714286,1260.8,412292.4,1210.17
Karnataka,1998,Potato,17.6,1260.8,112335.6,329.73
Karnataka,1998,Potato,14.59,1260.8,26478.4,77.72
Karnataka,1998,Ragi,1.418,1260.8,97433892.4,285990.17
Karnataka,1998,Ragi,1.361,1260.8,3342700.4,9811.57
Karnataka,1998,Ragi,2.239230769,1260.8,1054492.4,3095.17
Karnataka,1998,Rapeseed &Mustard,0.210625,1260.8,659292.4,1935.17
Karnataka,1998,Rice,2.310740741,1260.8,106624268.4,312965.97
Karnataka,1998,Rice,2.054285714,1260.8,5116061.6,15016.78
Karnataka,1998,Rice,2.99375,1260.8,29228004.0,85790.7
Karnataka,1998,Safflower,0.616428571,1260.8,9631715.6,28271.23
Karnataka,1998,Sesamum,0.417307692,1260.8,11386700.0,33422.5
Karnataka,1998,Soyabean,1.060588235,1260.8,6452529.2,18939.61
Karnataka,1998,Sunflower,0.382608696,1260.8,42550788.8,124896.04
Karnataka,1998,Sunflower,0.390416667,1260.8,35519983.2,104259.06
Karnataka,1998,Sunflower,0.595217391,1260.8,4263812.8,12515.24
Karnataka,1998,Turmeric,4.682380952,1260.8,494691.6,1452.03
Karnataka,1998,Wheat,0.848823529,1260.8,26575322.8,78004.49
Kerala,1998,Arecanut,0.797857143,3151.5,7275533.2,21355.31
Kerala,1998,Banana,12.85714286,3151.5,3015474.8,8851.09
Kerala,1998,Black pepper,0.261428571,3151.5,18019539.2,52891.36
Kerala,1998,Cardamom,0.045555556,3151.5,4095161.2,12020.21
Kerala,1998,Cashewnut,0.484285714,3151.5,9017278.4,26467.72
Kerala,1998,Coconut ,5304.749286,3151.5,87170054.4,255863.52
Kerala,1998,Cotton(lint),1.61,3151.5,1086701.2,3189.71
Kerala,1998,Dry chillies,0.937777778,3151.5,29343.6,86.13
Kerala,1998,Garlic,17.0,3151.5,73309.6,215.18
Kerala,1998,Ginger,2.93,3151.5,1097371.6,3221.03
Kerala,1998,Groundnut,0.62,3151.5,693674.8,2036.09
Kerala,1998,Jowar,0.505,3151.5,215087.6,631.33
Kerala,1998,Ragi,0.81,3151.5,114311.6,335.53
Kerala,1998,Rice,1.856923077,3151.5,11877439.6,34862.93
Kerala,1998,Rice,2.116153846,3151.5,5700760.0,16733.0
Kerala,1998,Rice,1.937142857,3151.5,17261743.2,50667.06
Kerala,1998,Sesamum,0.467272727,3151.5,326336.4,957.87
Kerala,1998,Sugarcane,64.83,3151.5,608608.0,1786.4
Kerala,1998,Sweet potato,11.718,3151.5,108581.2,318.71
Kerala,1998,Tapioca,25.51785714,3151.5,11142071.2,32704.46
Kerala,1998,Tobacco,5.56,3151.5,4050.8,11.89
Kerala,1998,Turmeric,1.997857143,3151.5,366152.8,1074.74
Meghalaya,1998,Arecanut,1.151666667,6552.7,946998.0,2779.65
Meghalaya,1998,Arhar/Tur,0.803333333,6552.7,85066.8,249.69
Meghalaya,1998,Banana,11.26714286,6552.7,513167.2,1506.26
Meghalaya,1998,Cotton(lint),0.796666667,6552.7,745841.2,2189.21
Meghalaya,1998,Dry chillies,0.598571429,6552.7,174283.2,511.56
Meghalaya,1998,Ginger,6.008571429,6552.7,731416.4,2146.87
Meghalaya,1998,Gram,0.61,6552.7,45744.4,134.27
Meghalaya,1998,Jute,7.553333333,6552.7,419010.8,1229.89
Meghalaya,1998,Linseed,0.45,6552.7,5038.8,14.79
Meghalaya,1998,Maize,1.457142857,6552.7,1701237.2,4993.51
Meghalaya,1998,Mesta,4.58,6552.7,462482.8,1357.49
Meghalaya,1998,Mesta,0.68,6552.7,86054.8,252.59
Meghalaya,1998,Other  Rabi pulses,0.755714286,6552.7,191474.4,562.02
Meghalaya,1998,Potato,7.738571429,6552.7,2050396.4,6018.37
Meghalaya,1998,Rapeseed &Mustard,0.635714286,6552.7,683300.8,2005.64
Meghalaya,1998,Rice,1.51,6552.7,10413717.6,30566.58
Meghalaya,1998,Sesamum,0.575714286,6552.7,130613.6,383.38
Meghalaya,1998,Small millets,0.871428571,6552.7,278912.4,818.67
Meghalaya,1998,Soyabean,0.881428571,6552.7,88821.2,260.71
Meghalaya,1998,Sugarcane,2.328,6552.7,8200.4,24.07
Meghalaya,1998,Sweet potato,3.302857143,6552.7,511882.8,1502.49
Meghalaya,1998,Tapioca,6.547142857,6552.7,391544.4,1149.27
Meghalaya,1998,Tobacco,0.61,6552.7,73309.6,215.18
Meghalaya,1998,Turmeric,5.624285714,6552.7,135850.0,398.75
Meghalaya,1998,Wheat,1.605,6552.7,423555.6,1243.23
West Bengal,1998,Arecanut,1.595294118,2152.5,814013.2,2389.31
West Bengal,1998,Arhar/Tur,0.756923077,2152.5,257472.8,755.74
West Bengal,1998,Bajra,0.436666667,2152.5,17290.0,50.75
West Bengal,1998,Barley,1.10375,2152.5,586674.4,1722.02
West Bengal,1998,Cardamom,0.24,2152.5,284050.0,833.75
West Bengal,1998,Castor seed,0.7,2152.5,5335.2,15.66
West Bengal,1998,Coconut ,12448.06222,2152.5,2432060.8,7138.64
West Bengal,1998,Cotton(lint),0.37,2152.5,19760.0,58.0
West Bengal,1998,Dry chillies,0.890555556,2152.5,6358175.2,18662.66
West Bengal,1998,Ginger,1.449444444,2152.5,928522.4,2725.42
West Bengal,1998,Gram,0.875,2152.5,2300656.8,6752.94
West Bengal,1998,Groundnut,1.128571429,2152.5,2979511.6,8745.53
West Bengal,1998,Horse-gram,0.422,2152.5,489850.4,1437.82
West Bengal,1998,Jowar,0.465,2152.5,87536.8,256.94
West Bengal,1998,Jute,13.24705882,2152.5,60472120.8,177499.14
West Bengal,1998,Khesari,0.774666667,2152.5,2302040.0,6757.0
West Bengal,1998,Linseed,0.24,2152.5,1019912.4,2993.67
West Bengal,1998,Maize,2.634,2152.5,3805677.2,11170.51
West Bengal,1998,Masoor,0.600588235,2152.5,5129597.2,15056.51
West Bengal,1998,Mesta,8.453846154,2152.5,979206.8,2874.19
West Bengal,1998,Moong(Green Gram),0.5075,2152.5,81213.6,238.38
West Bengal,1998,Moong(Green Gram),0.61,2152.5,269625.2,791.41
West Bengal,1998,Moong(Green Gram),0.312857143,2152.5,920816.0,2702.8
West Bengal,1998,Niger seed,0.4075,2152.5,749595.6,2200.23
West Bengal,1998,Other Kharif pulses,0.516,2152.5,75878.4,222.72
West Bengal,1998,Peas & beans (Pulses),0.70625,2152.5,911924.0,2676.7
West Bengal,1998,Potato,18.95944444,2152.5,31438061.2,92277.71
West Bengal,1998,Ragi,0.91,2152.5,1274026.0,3739.55
West Bengal,1998,Rapeseed &Mustard,0.667222222,2152.5,34022570.4,99863.82
West Bengal,1998,Rice,1.751111111,2152.5,41990197.6,123250.58
West Bengal,1998,Rice,3.22,2152.5,143306732.4,420637.17
West Bengal,1998,Rice,1.781666667,2152.5,398027656.0,1168299.8
West Bengal,1998,Safflower,0.4575,2152.5,4742.4,13.92
West Bengal,1998,Sannhamp,4.971428571,2152.5,177840.0,522.0
West Bengal,1998,Sesamum,0.741111111,2152.5,9921990.0,29123.25
West Bengal,1998,Small millets,0.575714286,2152.5,369709.6,1085.18
West Bengal,1998,Small millets,1.035,2152.5,122018.0,358.15
West Bengal,1998,Soyabean,0.481666667,2152.5,79040.0,232.0
West Bengal,1998,Sugarcane,75.314375,2152.5,2662561.2,7815.21
West Bengal,1998,Sunflower,0.71,2152.5,14721.2,43.21
West Bengal,1998,Turmeric,1.569444444,2152.5,1260984.4,3701.27
West Bengal,1998,Urad,0.402222222,2152.5,5817146.4,17074.62
West Bengal,1998,Urad,0.649090909,2152.5,1493065.6,4382.48
West Bengal,1998,Wheat,1.870555556,2152.5,36306233.6,106566.88
Assam,1999,Arecanut,0.746086957,2201.8,7796734.32,19835.28
Assam,1999,Arhar/Tur,0.707826087,2201.8,771140.58,1961.82
Assam,1999,Banana,13.74652174,2201.8,4449181.86,11318.94
Assam,1999,Castor seed,0.423333333,2201.8,183180.38,466.02
Assam,1999,Coconut ,5672.116522,2201.8,2147858.94,5464.26
Assam,1999,Cotton(lint),0.41173913,2201.8,173734.81,441.99
Assam,1999,Dry chillies,0.636956522,2201.8,1530182.34,3892.86
Assam,1999,Gram,0.470454545,2201.8,247919.68,630.72
Assam,1999,Jute,9.13173913,2201.8,7805330.85,19857.15
Assam,1999,Linseed,0.502727273,2201.8,1087620.24,2766.96
Assam,1999,Maize,0.613913043,2201.8,2091610.04,5321.16
Assam,1999,Mesta,4.622380952,2201.8,549435.01,1397.79
Assam,1999,Niger seed,0.548947368,2201.8,944981.52,2404.08
Assam,1999,Onion,2.322173913,2201.8,781647.45,1988.55
Assam,1999,Other  Rabi pulses,0.532173913,2201.8,11310910.88,28775.52
Assam,1999,Potato,8.062608696,2201.8,8145265.24,20721.96
Assam,1999,Rapeseed &Mustard,0.479565217,2201.8,30378757.33,77285.07
Assam,1999,Rice,1.094782609,2201.8,59137758.6,150449.4
Assam,1999,Rice,1.990434783,2201.8,31271629.02,79556.58
Assam,1999,Rice,1.501304348,2201.8,190396583.2,484378.38
Assam,1999,Sesamum,0.485217391,2201.8,1607126.59,4088.61
Assam,1999,Small millets,0.502727273,2201.8,1133574.53,2883.87
Assam,1999,Sugarcane,40.43478261,2201.8,3089125.91,7858.89
Assam,1999,Sweet potato,3.409130435,2201.8,950394.15,2417.85
Assam,1999,Tapioca,4.436521739,2201.8,300984.68,765.72
Assam,1999,Tobacco,0.573913043,2201.8,145716.49,370.71
Assam,1999,Turmeric,0.667391304,2201.8,1165307.4,2964.6
Assam,1999,Wheat,1.256818182,2201.8,8098780.3,20603.7
Goa,1999,Arecanut,1.21,3879.3,164501.5,418.5
Goa,1999,Banana,7.44,3879.3,206953.5,526.5
Goa,1999,Black pepper,0.44,3879.3,29185.75,74.25
Goa,1999,Cashewnut,0.32,3879.3,5655879.96,14388.84
Goa,1999,Coconut ,4868.07,3879.3,2650596.75,6743.25
Goa,1999,Groundnut,1.47,3879.3,37145.5,94.5
Goa,1999,Groundnut,1.76,3879.3,106554.52,271.08
Goa,1999,Other  Rabi pulses,0.91,3879.3,979261.51,2491.29
Goa,1999,Other Kharif pulses,0.58,3879.3,106130.0,270.0
Goa,1999,Ragi,1.07,3879.3,106130.0,270.0
Goa,1999,Rice,2.38,3879.3,4298265.0,10935.0
Goa,1999,Rice,2.69,3879.3,1720685.69,4377.51
Goa,1999,Sugarcane,51.27,3879.3,141683.55,360.45
Kerala,1999,Arecanut,0.831428571,2914.6,8696398.33,22124.07
Kerala,1999,Banana,10.36285714,2914.6,4143951.98,10542.42
Kerala,1999,Black pepper,0.193571429,2914.6,21056828.78,53569.62
Kerala,1999,Cardamom,0.056666667,2914.6,4403439.83,11202.57
Kerala,1999,Cashewnut,0.491428571,2914.6,9488340.39,24138.81
Kerala,1999,Coconut ,5581.025714,2914.6,98173964.55,249759.45
Kerala,1999,Cotton(lint),1.61,2914.6,506452.36,1288.44
Kerala,1999,Dry chillies,0.975,2914.6,33112.56,84.24
Kerala,1999,Garlic,17.0,2914.6,90104.37,229.23
Kerala,1999,Ginger,3.159285714,2914.6,1195448.32,3041.28
Kerala,1999,Groundnut,0.37,2914.6,734525.73,1868.67
Kerala,1999,Jowar,0.255,2914.6,268402.77,682.83
Kerala,1999,Ragi,0.815,2914.6,92333.1,234.9
Kerala,1999,Rice,2.081538462,2914.6,12897448.25,32811.75
Kerala,1999,Rice,2.292857143,2914.6,6157768.73,15665.67
Kerala,1999,Rice,2.097142857,2914.6,18066297.64,45961.56
Kerala,1999,Sesamum,0.374545455,2914.6,277211.56,705.24
Kerala,1999,Sugarcane,88.2225,2914.6,613431.4,1560.6
Kerala,1999,Sweet potato,11.79636364,2914.6,104962.57,267.03
Kerala,1999,Tapioca,24.25785714,2914.6,11878281.86,30218.94
Kerala,1999,Tobacco,5.57,2914.6,4669.72,11.88
Kerala,1999,Turmeric,1.999285714,2914.6,421442.23,1072.17
Meghalaya,1999,Arecanut,1.245,6200.3,1023623.85,2604.15
Meghalaya,1999,Arhar/Tur,0.78,6200.3,92439.23,235.17
Meghalaya,1999,Banana,11.16285714,6200.3,564505.47,1436.13
Meghalaya,1999,Castor seed,0.515,6200.3,2865.51,7.29
