State,Year,Pesticides
India,1999,0.04038666666666667
India,1999,0.007546666666666667
India,1999,0.0004
India,1999,0.003586666666666667
India,1999,0.009426666666666667
India,1999,0.0009066666666666666
India,1999,0.007506666666666667
India,1999,0.0010533333333333334
India,1999,0.0064533333333333335
India,1999,0.011133333333333334
India,2000,0.59944
India,2000,0.36533333333333334
India,2000,0.0998
India,2000,0.11957333333333334
India,2000,0.00076
India,2000,0.005626666666666667
India,2000,0.008346666666666667
India,2001,0.5829333333333333
India,2001,0.34441333333333335
India,2001,0.09986666666666667
India,2001,0.12873333333333334
India,2001,0.0006133333333333334
India,2001,0.00376
India,2001,0.005573333333333333
India,2002,0.5664399999999999
India,2002,0.32350666666666666
India,2002,0.09993333333333333
India,2002,0.13788
India,2002,0.0004533333333333333
India,2002,0.00188
India,2002,0.0027866666666666665
India,2003,0.5499333333333334
India,2003,0.30258666666666667
India,2003,0.0354
India,2003,0.2671866666666667
India,2003,0.1
India,2003,0.00284
India,2003,0.037893333333333334
India,2003,0.05926666666666667
India,2003,0.14704
India,2003,0.07430666666666666
India,2003,0.0542
India,2003,0.011453333333333333
India,2003,0.00708
India,2003,0.0003066666666666667
India,2003,0.0
India,2003,0.0
India,2004,0.46817333333333333
India,2004,0.28652
India,2004,0.03876
India,2004,0.24776
India,2004,0.06872
India,2004,0.0015333333333333334
India,2004,0.031106666666666668
India,2004,0.03608
India,2004,0.11246666666666667
India,2004,0.06172
India,2004,0.04296
India,2004,0.005333333333333333
India,2004,0.0024533333333333334
India,2004,0.00046666666666666666
India,2004,0.0
India,2004,0.0
India,2005,0.4712266666666667
India,2005,0.29044
India,2005,0.029893333333333334
India,2005,0.26054666666666665
India,2005,0.09278666666666667
India,2005,0.003853333333333333
India,2005,0.019293333333333332
India,2005,0.06964
India,2005,0.08754666666666666
India,2005,0.030906666666666666
India,2005,0.034333333333333334
India,2005,0.00804
India,2005,0.014266666666666667
India,2005,0.0004533333333333333
India,2005,0.0
India,2005,0.0
India,2006,0.4989733333333333
India,2006,0.22550666666666666
India,2006,0.05612
India,2006,0.16938666666666666
India,2006,0.08405333333333333
India,2006,0.0010933333333333333
India,2006,0.030013333333333333
India,2006,0.05294666666666667
India,2006,0.17822666666666667
India,2006,0.07876
India,2006,0.05889333333333333
India,2006,0.028893333333333333
India,2006,0.01168
India,2006,0.011186666666666666
India,2006,0.0
India,2006,0.0
India,2007,0.36564
India,2007,0.19490666666666667
India,2007,0.04852
India,2007,0.14638666666666666
India,2007,0.05496
India,2007,0.0013066666666666667
India,2007,0.01904
India,2007,0.034613333333333336
India,2007,0.11062666666666666
India,2007,0.07213333333333333
India,2007,0.02530666666666667
India,2007,0.01032
India,2007,0.00288
India,2007,0.0005733333333333334
India,2007,0.004573333333333333
India,2007,0.0
India,2008,0.19313333333333332
India,2008,0.043706666666666665
India,2008,0.03788
India,2008,0.005826666666666667
India,2008,0.04766666666666667
India,2008,0.00108
India,2008,0.016226666666666667
India,2008,0.030346666666666668
India,2008,0.09988
India,2008,0.06748
India,2008,0.02004
India,2008,0.008506666666666666
India,2008,0.003853333333333333
India,2008,0.00188
India,2008,0.0
India,2008,0.0
India,2009,0.38276
India,2009,0.19746666666666668
India,2009,0.04304
India,2009,0.15442666666666666
India,2009,0.056266666666666666
India,2009,0.0006533333333333333
India,2009,0.0162
India,2009,0.039413333333333335
India,2009,0.12836
India,2009,0.0744
India,2009,0.0352
India,2009,0.015933333333333334
India,2009,0.0028133333333333335
India,2009,0.0006666666666666666
India,2009,0.0
India,2009,0.0
India,2010,0.5345866666666667
India,2010,0.27492
India,2010,0.0598
India,2010,0.21512
India,2010,0.08446666666666666
India,2010,0.0009466666666666666
India,2010,0.024453333333333334
India,2010,0.05906666666666666
India,2010,0.17406666666666668
India,2010,0.08397333333333333
India,2010,0.05597333333333333
India,2010,0.02656
India,2010,0.00756
India,2010,0.00112
India,2010,0.0
India,2010,0.0
India,2011,0.5345866666666667
India,2011,0.27492
India,2011,0.08446666666666666
India,2011,0.17406666666666668
India,2011,0.00112
India,2011,0.0
India,2011,0.0
India,2012,0.5345866666666667
India,2012,0.27492
India,2012,0.08446666666666666
India,2012,0.17406666666666668
India,2012,0.00112
India,2012,0.0
India,2012,0.0
India,2013,0.5345866666666667
India,2013,0.27492
India,2013,0.08446666666666666
India,2013,0.17406666666666668
India,2013,0.00112
India,2013,0.0
India,2013,0.0
India,2014,0.5345866666666667
India,2014,0.27492
India,2014,0.08446666666666666
India,2014,0.17406666666666668
India,2014,0.00112
India,2014,0.0
India,2014,0.0
India,2015,0.5345866666666667
India,2015,0.27492
India,2015,0.08446666666666666
India,2015,0.17406666666666668
India,2015,0.00112
India,2015,0.0
India,2015,0.0
India,2016,0.5345866666666667
India,2016,0.27492
India,2016,0.08446666666666666
India,2016,0.17406666666666668
India,2016,0.00112
India,2016,0.0
India,2016,0.0
India,2017,0.5345866666666667
India,2017,0.27492
India,2017,0.08446666666666666
India,2017,0.17406666666666668
India,2017,0.00112
India,2017,0.0
India,2017,0.0
India,2018,0.5345866666666667
India,2018,0.27492
India,2018,0.08446666666666666
India,2018,0.17406666666666668
India,2018,0.00112
India,2018,0.0
India,2018,0.0
India,2019,0.5345866666666667
India,2019,0.27492
India,2019,0.08446666666666666
India,2019,0.17406666666666668
India,2019,0.00112
India,2019,0.0
India,2019,0.0
India,2020,0.5345866666666667
India,2020,0.27492
India,2020,0.08446666666666666
India,2020,0.17406666666666668
India,2020,0.00112
India,2020,0.0
India,2020,0.0
India,2021,0.5345866666666667
India,2021,0.27492
India,2021,0.08446666666666666
India,2021,0.17406666666666668
India,2021,0.00112
India,2021,0.0
India,2021,0.0
India,2022,0.5345866666666667
India,2022,0.27492
India,2022,0.08446666666666666
India,2022,0.17406666666666668
India,2022,0.00112
India,2022,0.0
India,2022,0.0
India,2023,0.5345866666666667
India,2023,0.27492
India,2023,0.08446666666666666
India,2023,0.17406666666666668
India,2023,0.00112
India,2023,0.0
India,2023,0.0
